ling_category,set_n,sentence_n,scale,premise,hypothesis,category,label
2,243,7,başlamak-bitirmek,Kuantum kitabını çözmeyi bitirmiştin.,Kuantum kitabını çözmeye başlamamıştın.,contradiction,2
2,243,8,başlamak-bitirmek,Kuantum kitabını çözmeye başlamamıştın.,Kuantum kitabını çözmeyi bitirmiştin.,contradiction,2
2,33,1,yönelmek-varmak,Benzin kokusuna yönelmiştiler.,Benzin kokusuna varmamışlardı.,implicature,3
2,33,2,yönelmek-varmak,Benzin kokusuna varmamışlardı.,Benzin kokusuna yönelmiştiler.,implicature,3
2,33,3,yönelmek-varmak,Benzin kokusuna yönelmemişlerdi.,Benzin kokusuna varmamışlardı.,entailment,0
2,33,4,yönelmek-varmak,Benzin kokusuna varmışlardı.,Benzin kokusuna yönelmiştiler.,entailment,0
2,33,5,yönelmek-varmak,Benzin kokusuna varmamışlardı.,Benzin kokusuna yönelmemişlerdi.,neutral,1
2,33,6,yönelmek-varmak,Benzin kokusuna yönelmiştiler.,Benzin kokusuna varmışlardı.,neutral,1
2,33,7,yönelmek-varmak,Benzin kokusuna varmışlardı.,Benzin kokusuna yönelmemişlerdi.,contradiction,2
2,33,8,yönelmek-varmak,Benzin kokusuna yönelmemişlerdi.,Benzin kokusuna varmışlardı.,contradiction,2
5,171,1,on beş-yirmi,On beş giysi giymiş.,Yirmi giysi giymemiş.,implicature,3
5,171,2,on beş-yirmi,On beşten fazla giysi giymemiş.,On beş giysi giymiş.,implicature,3
5,171,3,on beş-yirmi,On beş giysi giymemiş.,Yirmi giysi giymemiş.,entailment,0
5,171,4,on beş-yirmi,Yirmi giysi giymiş.,On beş giysi giymiş.,entailment,0
5,171,5,on beş-yirmi,Yirmi giysi giymemiş.,On beş giysi giymemiş.,neutral,1
5,171,6,on beş-yirmi,On beş giysi giymiş.,Yirmi giysi giymiş.,neutral,1
5,171,7,on beş-yirmi,Yirmi giysi giymiş.,On beş giysi giymemiş.,contradiction,2
5,171,8,on beş-yirmi,On beş giysi giymemiş.,Yirmi giysi giymiş.,contradiction,2
5,171,9,on beş-yirmi-c,On beş giysi giymemiş.,On beşten az giysi giymiş.,implicature,3
5,171,10,on beş-yirmi-c,On beş giysi giymemiş.,En fazla on dört giysi giymiş.,implicature,3
5,171,11,on beş-yirmi-c,On beş giysi giymemiş.,En az bir tane giysi giymiş.,implicature,3
1,379,1,vasat-iyi,Bu yarışma için siz vasatsınız.,Bu yarışma için siz iyi değilsiniz.,implicature,3
1,379,2,vasat-iyi,Bu yarışma için siz iyi değilsiniz.,Bu yarışma için siz vasatsınız.,implicature,3
1,379,3,vasat-iyi,Bu yarışma için siz vasat değilsiniz.,Bu yarışma için siz iyi değilsiniz.,entailment,0
1,379,4,vasat-iyi,Bu yarışma için siz iyisiniz.,Bu yarışma için siz vasatsınız.,entailment,0
1,379,5,vasat-iyi,Bu yarışma için siz iyi değilsiniz.,Bu yarışma için siz vasat değilsiniz.,neutral,1
1,379,6,vasat-iyi,Bu yarışma için siz vasatsınız.,Bu yarışma için siz iyisiniz.,neutral,1
1,379,7,vasat-iyi,Bu yarışma için siz iyisiniz.,Bu yarışma için siz vasat değilsiniz.,contradiction,2
1,379,8,vasat-iyi,Bu yarışma için siz vasat değilsiniz.,Bu yarışma için siz iyisiniz.,contradiction,2
1,48,1,yeterli-tam,Valizindeki gömlek sayısı yeterli.,Valizindeki gömlek sayısı tam değil.,implicature,3
1,48,2,yeterli-tam,Valizindeki gömlek sayısı tam değil.,Valizindeki gömlek sayısı yeterli.,implicature,3
1,48,3,yeterli-tam,Valizindeki gömlek sayısı yeterli değil.,Valizindeki gömlek sayısı tam değil.,entailment,0
1,48,4,yeterli-tam,Valizindeki gömlek sayısı tam.,Valizindeki gömlek sayısı yeterli.,entailment,0
1,48,5,yeterli-tam,Valizindeki gömlek sayısı tam değil.,Valizindeki gömlek sayısı yeterli değil.,neutral,1
1,48,6,yeterli-tam,Valizindeki gömlek sayısı yeterli.,Valizindeki gömlek sayısı tam.,neutral,1
1,48,7,yeterli-tam,Valizindeki gömlek sayısı tam.,Valizindeki gömlek sayısı yeterli değil.,contradiction,2
1,48,8,yeterli-tam,Valizindeki gömlek sayısı yeterli değil.,Valizindeki gömlek sayısı tam.,contradiction,2
3,58,1,birkaç-tüm,Konferans salonuna birkaç öğrenci geldi.,Konferans salonuna tüm öğrenciler gelmedi.,implicature,3
3,58,2,birkaç-tüm,Konferans salonuna tüm öğrenciler gelmedi.,Konferans salonuna birkaç öğrenci geldi.,implicature,3
3,58,3,birkaç-tüm,Konferans salonuna hiçbir öğrenci gelmedi.,Konferans salonuna tüm öğrenciler gelmedi.,entailment,0
3,58,4,birkaç-tüm,Konferans salonuna tüm öğrenciler geldi.,Konferans salonuna birkaç öğrenci geldi.,entailment,0
3,58,5,birkaç-tüm,Konferans salonuna tüm öğrenciler gelmedi.,Konferans salonuna hiçbir öğrenci gelmedi.,neutral,1
3,58,6,birkaç-tüm,Konferans salonuna birkaç öğrenci geldi.,Konferans salonuna tüm öğrenciler geldi.,neutral,1
3,58,7,birkaç-tüm,Konferans salonuna tüm öğrenciler geldi.,Konferans salonuna hiçbir öğrenci gelmedi.,contradiction,2
3,58,8,birkaç-tüm,Konferans salonuna hiçbir öğrenci gelmedi.,Konferans salonuna tüm öğrenciler geldi.,contradiction,2
5,75,1,beş-yedi,Yeni ekip beş kişiyi işten çıkaracakmış.,Yeni ekip yedi kişiyi işten çıkarmayacakmış.,implicature,3
5,75,2,beş-yedi,Yeni ekip beşten fazla kişiyi işten çıkarmayacakmış.,Yeni ekip beş kişiyi işten çıkaracakmış.,implicature,3
5,75,3,beş-yedi,Yeni ekip beş kişiyi işten çıkarmayacakmış.,Yeni ekip yedi kişiyi işten çıkarmayacakmış.,entailment,0
5,75,4,beş-yedi,Yeni ekip yedi kişiyi işten çıkaracakmış.,Yeni ekip beş kişiyi işten çıkaracakmış.,entailment,0
5,75,5,beş-yedi,Yeni ekip yedi kişiyi işten çıkarmayacakmış.,Yeni ekip beş kişiyi işten çıkarmayacakmış.,neutral,1
5,75,6,beş-yedi,Yeni ekip beş kişiyi işten çıkaracakmış.,Yeni ekip yedi kişiyi işten çıkaracakmış.,neutral,1
5,75,7,beş-yedi,Yeni ekip yedi kişiyi işten çıkaracakmış.,Yeni ekip beş kişiyi işten çıkarmayacakmış.,contradiction,2
5,75,8,beş-yedi,Yeni ekip beş kişiyi işten çıkarmayacakmış.,Yeni ekip yedi kişiyi işten çıkaracakmış.,contradiction,2
5,75,9,beş-yedi-c,Yeni ekip beş kişiyi işten çıkarmayacakmış.,Yeni ekip beşten az kişiyi işten çıkaracakmış.,implicature,3
5,75,10,beş-yedi-c,Yeni ekip beş kişiyi işten çıkarmayacakmış.,Yeni ekip en fazla dört kişiyi işten çıkaracakmış.,implicature,3
5,75,11,beş-yedi-c,Yeni ekip beş kişiyi işten çıkarmayacakmış.,Yeni ekip en az bir kişiyi işten çıkaracakmış.,implicature,3
4,239,1,herhalde-yüzde yüz,Bu toplantıda herhalde şirketin yeni hedeflerini öğreneceğiz.,Bu toplantıda şirketin yeni hedeflerini öğreneceğimiz yüzde yüz değil.,implicature,3
4,239,2,herhalde-yüzde yüz,Bu toplantıda şirketin yeni hedeflerini öğreneceğimiz yüzde yüz değil.,Bu toplantıda herhalde şirketin yeni hedeflerini öğreneceğiz.,implicature,3
4,239,3,herhalde-yüzde yüz,Bu toplantıda herhalde şirketin yeni hedeflerini öğrenmeyeceğiz.,Bu toplantıda şirketin yeni hedeflerini öğreneceğimiz yüzde yüz değil.,entailment,0
4,239,4,herhalde-yüzde yüz,Bu toplantıda şirketin yeni hedeflerini öğreneceğimiz yüzde yüz.,Bu toplantıda herhalde şirketin yeni hedeflerini öğreneceğiz.,entailment,0
4,239,5,herhalde-yüzde yüz,Bu toplantıda şirketin yeni hedeflerini öğreneceğimiz yüzde yüz değil.,Bu toplantıda herhalde şirketin yeni hedeflerini öğrenmeyeceğiz.,neutral,1
4,239,6,herhalde-yüzde yüz,Bu toplantıda herhalde şirketin yeni hedeflerini öğreneceğiz.,Bu toplantıda şirketin yeni hedeflerini öğreneceğimiz yüzde yüz.,neutral,1
4,239,7,herhalde-yüzde yüz,Bu toplantıda şirketin yeni hedeflerini öğreneceğimiz yüzde yüz.,Bu toplantıda herhalde şirketin yeni hedeflerini öğrenmeyeceğiz.,contradiction,2
4,239,8,herhalde-yüzde yüz,Bu toplantıda herhalde şirketin yeni hedeflerini öğrenmeyeceğiz.,Bu toplantıda şirketin yeni hedeflerini öğreneceğimiz yüzde yüz.,contradiction,2
5,269,1,yirmi dört-otuz altı,Yirmi dört görevli buraya geldi.,Otur altı görevli buraya gelmedi.,implicature,3
5,269,2,yirmi dört-otuz altı,Yirmi dörtten fazla görevli buraya gelmedi.,Yirmi dört görevli buraya geldi.,implicature,3
5,269,3,yirmi dört-otuz altı,Yirmi dört görevli buraya gelmedi.,Otur altı görevli buraya gelmedi.,entailment,0
5,269,4,yirmi dört-otuz altı,Otur altı görevli buraya geldi.,Yirmi dört görevli buraya geldi.,entailment,0
5,269,5,yirmi dört-otuz altı,Otur altı görevli buraya gelmedi.,Yirmi dört görevli buraya gelmedi.,neutral,1
5,269,6,yirmi dört-otuz altı,Yirmi dört görevli buraya geldi.,Otur altı görevli buraya geldi.,neutral,1
5,269,7,yirmi dört-otuz altı,Otur altı görevli buraya geldi.,Yirmi dört görevli buraya gelmedi.,contradiction,2
5,269,8,yirmi dört-otuz altı,Yirmi dört görevli buraya gelmedi.,Otur altı görevli buraya geldi.,contradiction,2
5,269,9,yirmi dört-otuz altı-c,Yirmi dört görevli buraya gelmedi.,Yirmi dörtten az görevli buraya geldi.,implicature,3
5,269,10,yirmi dört-otuz altı-c,Yirmi dört görevli buraya gelmedi.,En fazla yirmi üç görevli buraya geldi.,implicature,3
5,269,11,yirmi dört-otuz altı-c,Yirmi dört görevli buraya gelmedi.,En az bir tane görevli buraya geldi.,implicature,3
3,96,1,birkaç-tüm,Evimin birkaç odası kötü durumda.,Evimin tüm odaları kötü durumda değil.,implicature,3
3,96,2,birkaç-tüm,Evimin tüm odaları kötü durumda değil.,Evimin birkaç odası kötü durumda.,implicature,3
3,96,3,birkaç-tüm,Evimin hiçbir odası kötü durumda değil.,Evimin tüm odaları kötü durumda değil.,entailment,0
3,96,4,birkaç-tüm,Evimin tüm odaları kötü durumda.,Evimin birkaç odası kötü durumda.,entailment,0
3,96,5,birkaç-tüm,Evimin tüm odaları kötü durumda değil.,Evimin hiçbir odası kötü durumda değil.,neutral,1
3,96,6,birkaç-tüm,Evimin birkaç odası kötü durumda.,Evimin tüm odaları kötü durumda.,neutral,1
3,96,7,birkaç-tüm,Evimin tüm odaları kötü durumda.,Evimin hiçbir odası kötü durumda değil.,contradiction,2
3,96,8,birkaç-tüm,Evimin hiçbir odası kötü durumda değil.,Evimin tüm odaları kötü durumda.,contradiction,2
2,36,1,yönelmek-varmak,Mutluluk elde etme umuduyla okula Zehra okula yönelmişti.,Mutluluk elde etme umuduyla okula Zehra okula varmamıştı.,implicature,3
2,36,2,yönelmek-varmak,Mutluluk elde etme umuduyla okula Zehra okula varmamıştı.,Mutluluk elde etme umuduyla okula Zehra okula yönelmişti.,implicature,3
2,36,3,yönelmek-varmak,Mutluluk elde etme umuduyla okula Zehra okula yönelmemişti.,Mutluluk elde etme umuduyla okula Zehra okula varmamıştı.,entailment,0
2,36,4,yönelmek-varmak,Mutluluk elde etme umuduyla okula Zehra okula varmıştı.,Mutluluk elde etme umuduyla okula Zehra okula yönelmişti.,entailment,0
2,36,5,yönelmek-varmak,Mutluluk elde etme umuduyla okula Zehra okula varmamıştı.,Mutluluk elde etme umuduyla okula Zehra okula yönelmemişti.,neutral,1
2,36,6,yönelmek-varmak,Mutluluk elde etme umuduyla okula Zehra okula yönelmişti.,Mutluluk elde etme umuduyla okula Zehra okula varmıştı.,neutral,1
2,36,7,yönelmek-varmak,Mutluluk elde etme umuduyla okula Zehra okula varmıştı.,Mutluluk elde etme umuduyla okula Zehra okula yönelmemişti.,contradiction,2
2,36,8,yönelmek-varmak,Mutluluk elde etme umuduyla okula Zehra okula yönelmemişti.,Mutluluk elde etme umuduyla okula Zehra okula varmıştı.,contradiction,2
4,118,1,muhtemelen-kesin,Bu yolculuğa onu muhtemelen çağırırmışız.,Bu yolculuğa onu çağıracağımız kesin değilmiş.,implicature,3
4,118,2,muhtemelen-kesin,Bu yolculuğa onu çağıracağımız kesin değilmiş.,Bu yolculuğa onu muhtemelen çağırırmışız.,implicature,3
4,118,3,muhtemelen-kesin,Bu yolculuğa onu muhtemelen çağırmayız.,Bu yolculuğa onu çağıracağımız kesin değilmiş.,entailment,0
4,118,4,muhtemelen-kesin,Bu yolculuğa onu çağıracağımız kesinmiş.,Bu yolculuğa onu muhtemelen çağırırmışız.,entailment,0
4,118,5,muhtemelen-kesin,Bu yolculuğa onu çağıracağımız kesin değilmiş.,Bu yolculuğa onu muhtemelen çağırmayız.,neutral,1
4,118,6,muhtemelen-kesin,Bu yolculuğa onu muhtemelen çağırırmışız.,Bu yolculuğa onu çağıracağımız kesinmiş.,neutral,1
4,118,7,muhtemelen-kesin,Bu yolculuğa onu çağıracağımız kesinmiş.,Bu yolculuğa onu muhtemelen çağırmayız.,contradiction,2
4,118,8,muhtemelen-kesin,Bu yolculuğa onu muhtemelen çağırmayız.,Bu yolculuğa onu çağıracağımız kesinmiş.,contradiction,2
2,61,1,denemek-başarmak,Uçağa ilk binmeyi denediler.,Uçağa ilk binmeyi başaramadılar.,implicature,3
2,61,2,denemek-başarmak,Uçağa ilk binmeyi başaramadılar.,Uçağa ilk binmeyi denediler.,implicature,3
2,61,3,denemek-başarmak,Uçağa ilk binmeyi denemediler.,Uçağa ilk binmeyi başaramadılar.,entailment,0
2,61,4,denemek-başarmak,Uçağa ilk binmeyi başardılar.,Uçağa ilk binmeyi denediler.,entailment,0
2,61,5,denemek-başarmak,Uçağa ilk binmeyi başaramadılar.,Uçağa ilk binmeyi denemediler.,neutral,1
2,61,6,denemek-başarmak,Uçağa ilk binmeyi denediler.,Uçağa ilk binmeyi başardılar.,neutral,1
2,61,7,denemek-başarmak,Uçağa ilk binmeyi başardılar.,Uçağa ilk binmeyi denemediler.,contradiction,2
2,61,8,denemek-başarmak,Uçağa ilk binmeyi denemediler.,Uçağa ilk binmeyi başardılar.,contradiction,2
4,166,1,muhtemelen-kesin,Şifresini muhtemelen değiştirmiş.,Şifresini değiştirdiği kesin değilmiş.,implicature,3
4,166,2,muhtemelen-kesin,Şifresini değiştirdiği kesin değilmiş.,Şifresini muhtemelen değiştirmiş.,implicature,3
4,166,3,muhtemelen-kesin,Şifresini muhtemelen değiştirmemiş.,Şifresini değiştirdiği kesin değilmiş.,entailment,0
4,166,4,muhtemelen-kesin,Şifresini değiştirdiği kesinmiş.,Şifresini muhtemelen değiştirmiş.,entailment,0
4,166,5,muhtemelen-kesin,Şifresini değiştirdiği kesin değilmiş.,Şifresini muhtemelen değiştirmemiş.,neutral,1
4,166,6,muhtemelen-kesin,Şifresini muhtemelen değiştirmiş.,Şifresini değiştirdiği kesinmiş.,neutral,1
4,166,7,muhtemelen-kesin,Şifresini değiştirdiği kesinmiş.,Şifresini muhtemelen değiştirmemiş.,contradiction,2
4,166,8,muhtemelen-kesin,Şifresini muhtemelen değiştirmemiş.,Şifresini değiştirdiği kesinmiş.,contradiction,2
4,68,1,muhtemelen-kesin,Dalgıçlar operasyona muhtemelen katılacaklarmış.,Dalgıçların operasyonlara katılacakları kesin değilmiş.,implicature,3
4,68,2,muhtemelen-kesin,Dalgıçların operasyonlara katılacakları kesin değilmiş.,Dalgıçlar operasyona muhtemelen katılacaklarmış.,implicature,3
4,68,3,muhtemelen-kesin,Dalgıçlar operasyonlara muhtemelen katılmayacaklarmış.,Dalgıçların operasyonlara katılacakları kesin değilmiş.,entailment,0
4,68,4,muhtemelen-kesin,Dalgıçların operasyonlara katılacakları kesinmiş.,Dalgıçlar operasyona muhtemelen katılacaklarmış.,entailment,0
4,68,5,muhtemelen-kesin,Dalgıçların operasyonlara katılacakları kesin değilmiş.,Dalgıçlar operasyonlara muhtemelen katılmayacaklarmış.,neutral,1
4,68,6,muhtemelen-kesin,Dalgıçlar operasyona muhtemelen katılacaklarmış.,Dalgıçların operasyonlara katılacakları kesinmiş.,neutral,1
4,68,7,muhtemelen-kesin,Dalgıçların operasyonlara katılacakları kesinmiş.,Dalgıçlar operasyonlara muhtemelen katılmayacaklarmış.,contradiction,2
4,68,8,muhtemelen-kesin,Dalgıçlar operasyonlara muhtemelen katılmayacaklarmış.,Dalgıçların operasyonlara katılacakları kesinmiş.,contradiction,2
2,24,1,yönelmek-varmak,Atlar çiftliklerine yöneldi.,Atlar çiftliklerine varmadı.,implicature,3
2,24,2,yönelmek-varmak,Atlar çiftliklerine varmadı.,Atlar çiftliklerine yöneldi.,implicature,3
2,24,3,yönelmek-varmak,Atlar çiftliklerine yönelmedi.,Atlar çiftliklerine varmadı.,entailment,0
2,24,4,yönelmek-varmak,Atlar çiftliklerine vardı.,Atlar çiftliklerine yöneldi.,entailment,0
2,24,5,yönelmek-varmak,Atlar çiftliklerine varmadı.,Atlar çiftliklerine yönelmedi.,neutral,1
2,24,6,yönelmek-varmak,Atlar çiftliklerine yöneldi.,Atlar çiftliklerine vardı.,neutral,1
2,24,7,yönelmek-varmak,Atlar çiftliklerine vardı.,Atlar çiftliklerine yönelmedi.,contradiction,2
2,24,8,yönelmek-varmak,Atlar çiftliklerine yönelmedi.,Atlar çiftliklerine vardı.,contradiction,2
3,342,1,biraz-çok,Balıkların birazını yedim.,Balıkların çoğunu yemedim.,implicature,3
3,342,2,biraz-çok,Balıkların çoğunu yemedim.,Balıkların birazını yedim.,implicature,3
3,342,3,biraz-çok,Balıkların hiçbirini yemedim.,Balıkların çoğunu yemedim.,entailment,0
3,342,4,biraz-çok,Balıkların çoğunu yedim.,Balıkların birazını yedim.,entailment,0
3,342,5,biraz-çok,Balıkların çoğunu yemedim.,Balıkların hiçbirini yemedim.,neutral,1
3,342,6,biraz-çok,Balıkların birazını yedim.,Balıkların çoğunu yedim.,neutral,1
3,342,7,biraz-çok,Balıkların çoğunu yedim.,Balıkların hiçbirini yemedim.,contradiction,2
3,342,8,biraz-çok,Balıkların hiçbirini yemedim.,Balıkların çoğunu yedim.,contradiction,2
5,113,1,on-on iki,Sinemada on tane film var.,Sinemada on iki film yok.,implicature,3
5,113,2,on-on iki,Sinemada ondan fazla film yok.,Sinemada on tane film var.,implicature,3
5,113,3,on-on iki,Sinemada on tane film yok.,Sinemada on iki film yok.,entailment,0
5,113,4,on-on iki,Sinemada on iki film var.,Sinemada on tane film var.,entailment,0
5,113,5,on-on iki,Sinemada on iki film yok.,Sinemada on tane film yok.,neutral,1
5,113,6,on-on iki,Sinemada on tane film var.,Sinemada on iki film var.,neutral,1
5,113,7,on-on iki,Sinemada on iki film var.,Sinemada on tane film yok.,contradiction,2
5,113,8,on-on iki,Sinemada on tane film yok.,Sinemada on iki film var.,contradiction,2
5,113,9,on-on iki-c,Sinemada on tane film yok.,Sinemada ondan az film var.,implicature,3
5,113,10,on-on iki-c,Sinemada on tane film yok.,Sinemada en fazla dokuz film var.,implicature,3
5,113,11,on-on iki-c,Sinemada on tane film yok.,Sinemada en az bir tane film var.,implicature,3
2,56,1,denemek-başarmak,Sandalyeleri kısa zamanda tamir etmeyi denediniz.,Sandalyeleri kısa zamanda tamir etmeyi başaramadınız.,implicature,3
2,56,2,denemek-başarmak,Sandalyeleri kısa zamanda tamir etmeyi başaramadınız.,Sandalyeleri kısa zamanda tamir etmeyi denediniz.,implicature,3
2,56,3,denemek-başarmak,Sandalyeleri kısa zamanda tamir etmeyi denemediniz.,Sandalyeleri kısa zamanda tamir etmeyi başaramadınız.,entailment,0
2,56,4,denemek-başarmak,Sandalyeleri kısa zamanda tamir etmeyi başardınız.,Sandalyeleri kısa zamanda tamir etmeyi denediniz.,entailment,0
2,56,5,denemek-başarmak,Sandalyeleri kısa zamanda tamir etmeyi başaramadınız.,Sandalyeleri kısa zamanda tamir etmeyi denemediniz.,neutral,1
2,56,6,denemek-başarmak,Sandalyeleri kısa zamanda tamir etmeyi denediniz.,Sandalyeleri kısa zamanda tamir etmeyi başardınız.,neutral,1
2,56,7,denemek-başarmak,Sandalyeleri kısa zamanda tamir etmeyi başardınız.,Sandalyeleri kısa zamanda tamir etmeyi denemediniz.,contradiction,2
2,56,8,denemek-başarmak,Sandalyeleri kısa zamanda tamir etmeyi denemediniz.,Sandalyeleri kısa zamanda tamir etmeyi başardınız.,contradiction,2
1,273,1,samimiyetsiz-düşmanca,Yönetim kurulunun tutumu samimiyetsiz.,Yönetim kurulunun tutumu düşmanca değil.,implicature,3
1,273,2,samimiyetsiz-düşmanca,Yönetim kurulunun tutumu düşmanca değil.,Yönetim kurulunun tutumu samimiyetsiz.,implicature,3
1,273,3,samimiyetsiz-düşmanca,Yönetim kurulunun tutumu samimiyetsiz değil.,Yönetim kurulunun tutumu düşmanca değil.,entailment,0
1,273,4,samimiyetsiz-düşmanca,Yönetim kurulunun tutumu düşmancaydı.,Yönetim kurulunun tutumu samimiyetsiz.,entailment,0
1,273,5,samimiyetsiz-düşmanca,Yönetim kurulunun tutumu düşmanca değil.,Yönetim kurulunun tutumu samimiyetsiz değil.,neutral,1
1,273,6,samimiyetsiz-düşmanca,Yönetim kurulunun tutumu samimiyetsiz.,Yönetim kurulunun tutumu düşmancaydı.,neutral,1
1,273,7,samimiyetsiz-düşmanca,Yönetim kurulunun tutumu düşmancaydı.,Yönetim kurulunun tutumu samimiyetsiz değil.,contradiction,2
1,273,8,samimiyetsiz-düşmanca,Yönetim kurulunun tutumu samimiyetsiz değil.,Yönetim kurulunun tutumu düşmancaydı.,contradiction,2
3,223,1,bazı-tüm,Dalgaların bazıları eve kadar vurdu.,Dalgaların tümü eve kadar vurmadı.,implicature,3
3,223,2,bazı-tüm,Dalgaların tümü eve kadar vurmadı.,Dalgaların bazıları eve kadar vurdu.,implicature,3
3,223,3,bazı-tüm,Dalgaların hiçbiri eve kadar vurmadı.,Dalgaların tümü eve kadar vurmadı.,entailment,0
3,223,4,bazı-tüm,Dalgaların tümü eve kadar vurdu.,Dalgaların bazıları eve kadar vurdu.,entailment,0
3,223,5,bazı-tüm,Dalgaların tümü eve kadar vurmadı.,Dalgaların hiçbiri eve kadar vurmadı.,neutral,1
3,223,6,bazı-tüm,Dalgaların bazıları eve kadar vurdu.,Dalgaların tümü eve kadar vurdu.,neutral,1
3,223,7,bazı-tüm,Dalgaların tümü eve kadar vurdu.,Dalgaların hiçbiri eve kadar vurmadı.,contradiction,2
3,223,8,bazı-tüm,Dalgaların hiçbiri eve kadar vurmadı.,Dalgaların tümü eve kadar vurdu.,contradiction,2
4,254,1,herhalde-yüzde yüz,Bu caddeleri herhalde trafiğe kapatacaklardır.,Bu caddeleri trafiğe kapatacakları yüzde yüz değil.,implicature,3
4,254,2,herhalde-yüzde yüz,Bu caddeleri trafiğe kapatacakları yüzde yüz değil.,Bu caddeleri herhalde trafiğe kapatacaklardır.,implicature,3
4,254,3,herhalde-yüzde yüz,Bu caddeleri herhalde trafiğe kapatmayacaklardır.,Bu caddeleri trafiğe kapatacakları yüzde yüz değil.,entailment,0
4,254,4,herhalde-yüzde yüz,Bu caddeleri trafiğe kapatacakları yüzde yüz.,Bu caddeleri herhalde trafiğe kapatacaklardır.,entailment,0
4,254,5,herhalde-yüzde yüz,Bu caddeleri trafiğe kapatacakları yüzde yüz değil.,Bu caddeleri herhalde trafiğe kapatmayacaklardır.,neutral,1
4,254,6,herhalde-yüzde yüz,Bu caddeleri herhalde trafiğe kapatacaklardır.,Bu caddeleri trafiğe kapatacakları yüzde yüz.,neutral,1
4,254,7,herhalde-yüzde yüz,Bu caddeleri trafiğe kapatacakları yüzde yüz.,Bu caddeleri herhalde trafiğe kapatmayacaklardır.,contradiction,2
4,254,8,herhalde-yüzde yüz,Bu caddeleri herhalde trafiğe kapatmayacaklardır.,Bu caddeleri trafiğe kapatacakları yüzde yüz.,contradiction,2
4,180,1,muhtemelen-kesin,Fatma telefonunun ekranını muhtemelen tamir etmiştir.,Fatma'nın telefonunun ekranını tamir etmiş olduğu kesin değil.,implicature,3
4,180,2,muhtemelen-kesin,Fatma'nın telefonunun ekranını tamir etmiş olduğu kesin değil.,Fatma telefonunun ekranını muhtemelen tamir etmiştir.,implicature,3
4,180,3,muhtemelen-kesin,Fatma telefonunun ekranını muhtemelen tamir etmemiştir.,Fatma'nın telefonunun ekranını tamir etmiş olduğu kesin değil.,entailment,0
4,180,4,muhtemelen-kesin,Fatma'nın telefonunun ekranını tamir etmiş olduğu kesin.,Fatma telefonunun ekranını muhtemelen tamir etmiştir.,entailment,0
4,180,5,muhtemelen-kesin,Fatma'nın telefonunun ekranını tamir etmiş olduğu kesin değil.,Fatma telefonunun ekranını muhtemelen tamir etmemiştir.,neutral,1
4,180,6,muhtemelen-kesin,Fatma telefonunun ekranını muhtemelen tamir etmiştir.,Fatma'nın telefonunun ekranını tamir etmiş olduğu kesin.,neutral,1
4,180,7,muhtemelen-kesin,Fatma'nın telefonunun ekranını tamir etmiş olduğu kesin.,Fatma telefonunun ekranını muhtemelen tamir etmemiştir.,contradiction,2
4,180,8,muhtemelen-kesin,Fatma telefonunun ekranını muhtemelen tamir etmemiştir.,Fatma'nın telefonunun ekranını tamir etmiş olduğu kesin.,contradiction,2
4,440,1,herhalde-yüzde yüz,Profesör herhalde kara delikleri anlatıyor.,Profesörün kara delikleri anlatıyor olduğu yüzde yüz değil.,implicature,3
4,440,2,herhalde-yüzde yüz,Profesörün kara delikleri anlatıyor olduğu yüzde yüz değil.,Profesör herhalde kara delikleri anlatıyor.,implicature,3
4,440,3,herhalde-yüzde yüz,Profesör herhalde kara delikleri anlatmıyor.,Profesörün kara delikleri anlatıyor olduğu yüzde yüz değil.,entailment,0
4,440,4,herhalde-yüzde yüz,Profesör yüzde yüz kara delikleri anlatıyor.,Profesör herhalde kara delikleri anlatıyor.,entailment,0
4,440,5,herhalde-yüzde yüz,Profesörün kara delikleri anlatıyor olduğu yüzde yüz değil.,Profesör herhalde kara delikleri anlatmıyor.,neutral,1
4,440,6,herhalde-yüzde yüz,Profesör herhalde kara delikleri anlatıyor.,Profesör yüzde yüz kara delikleri anlatıyor.,neutral,1
4,440,7,herhalde-yüzde yüz,Profesör yüzde yüz kara delikleri anlatıyor.,Profesör herhalde kara delikleri anlatmıyor.,contradiction,2
4,440,8,herhalde-yüzde yüz,Profesör herhalde kara delikleri anlatmıyor.,Profesör yüzde yüz kara delikleri anlatıyor.,contradiction,2
5,155,1,on beş-yirmi,Mutfakta on beş tabak kırdım.,Mutfakta yirmi tabak kırmadım.,implicature,3
5,155,2,on beş-yirmi,Mutfakta on beşten fazla tabak kırmadım.,Mutfakta on beş tabak kırdım.,implicature,3
5,155,3,on beş-yirmi,Mutfakta on beş tabak kırmadım.,Mutfakta yirmi tabak kırmadım.,entailment,0
5,155,4,on beş-yirmi,Mutfakta yirmi tabak kırdım.,Mutfakta on beş tabak kırdım.,entailment,0
5,155,5,on beş-yirmi,Mutfakta yirmi tabak kırmadım.,Mutfakta on beş tabak kırmadım.,neutral,1
5,155,6,on beş-yirmi,Mutfakta on beş tabak kırdım.,Mutfakta yirmi tabak kırdım.,neutral,1
5,155,7,on beş-yirmi,Mutfakta yirmi tabak kırdım.,Mutfakta on beş tabak kırmadım.,contradiction,2
5,155,8,on beş-yirmi,Mutfakta on beş tabak kırmadım.,Mutfakta yirmi tabak kırdım.,contradiction,2
