scale,A,B,C,D,AD_cancellation,AD_suspension,AD_reinforcement,DA_cancellation,DA_suspension,DA_reinforcement
bazı-bütün,Bazı anılarını filmde işlemiş.,Bütün anılarını filmde işlemiş.,Hiçbir anısını filmde işlememiş.,Bütün anılarını filmde işlememiş.,"Bazı anılarını filmde işlemiş, hatta bütün anılarını filmde işlemiş.","Bazı anılarını filmde işlemiş, belki de bütün anılarını filmde işlemiş.",Bazı anılarını filmde işlemiş ama bütün anılarını filmde işlememiş.,"Bütün anılarını filmde işlememiş, hatta bazı anılarını filmde işlememiş.","Bütün anılarını filmde işlememiş, belki de bazı anılarını filmde işlememiş.",Bütün anılarını filmde işlememiş ama bazı anılarını filmde işlemiş.
bazı-bütün,Bazı kokuları ayırt etmiştim.,Bütün kokuları ayırt etmiştim.,Hiçbir kokuyu ayırt edememiştim.,Bütün kokuları ayırt edememiştim.,"Bazı kokuları ayırt etmiştim, hatta bütün kokuları ayırt etmiştim.","Bazı kokuları ayırt etmiştim, belki de bütün kokuları ayırt etmiştim.",Bazı kokuları ayırt etmiştim ama bütün kokuları ayırt edememiştim.,"Bütün kokuları ayırt edememiştim, hatta bazı kokuları ayırt edememiştim.","Bütün kokuları ayırt edememiştim, belki de bazı kokuları ayırt edememiştim.",Bütün kokuları ayırt edememiştim ama bazı kokuları ayırt etmiştim.
bazı-bütün,Gemi yapımındaki bazı firmalar batmış.,Gemi yapımındaki bütün firmalar batmış.,Gemi yapımındaki hiçbir firma batmamış.,Gemi yapımındaki bütün firmalar batmamış.,"Gemi yapımındaki bazı firmalar batmış, hatta gemi yapımındaki bütün firmalar batmış.","Gemi yapımındaki bazı firmalar batmış, belki de gemi yapımındaki bütün firmalar batmış.",Gemi yapımındaki bazı firmalar batmış ama gemi yapımındaki bütün firmalar batmamış.,"Gemi yapımındaki bütün firmalar batmamış, hatta gemi yapımındaki bazı firmalar batmamış.","Gemi yapımındaki bütün firmalar batmamış, belki de gemi yapımındaki bazı firmalar batmamış.",Gemi yapımındaki bütün firmalar batmamış ama gemi yapımındaki bazı firmalar batmış.
bazı-tüm,Bazı modeller ülkemizde satışa çıkacak.,Tüm modeller ülkemizde satışa çıkacak.,Hiçbir model ülkemizde satışa çıkmayacak.,Tüm modeller ülkemizde satışa çıkmayacak.,"Bazı modeller ülkemizde satışa çıkacak, hatta tüm modeller ülkemizde satışa çıkacak.","Bazı modeller ülkemizde satışa çıkacak, belki de tüm modeller ülkemizde satışa çıkacak.",Bazı modeller ülkemizde satışa çıkacak ama tüm modeller ülkemizde satışa çıkmayacak.,"Tüm modeller ülkemizde satışa çıkmayacak, hatta bazı modeller ülkemizde satışa çıkmayacak.","Tüm modeller ülkemizde satışa çıkmayacak, belki de bazı modeller ülkemizde satışa çıkmayacak.",Tüm modeller ülkemizde satışa çıkmayacak ama bazı modeller ülkemizde satışa çıkacak.
bazı-tüm,Bazı yeşil araçlar burada var.,Tüm yeşil araçlar burada var.,Hiçbir yeşil araç burada yok.,Tüm yeşil araçlar burada yok.,"Bazı yeşil araçlar burada var, hatta tüm yeşil araçlar burada var.","Bazı yeşil araçlar burada var, belki de tüm yeşil araçlar burada var.",Bazı yeşil araçlar burada var ama tüm yeşil araçlar burada yok.,"Tüm yeşil araçlar burada yok, hatta bazı yeşil araçlar burada yok.","Tüm yeşil araçlar burada yok, belki de bazı yeşil araçlar burada yok.",Tüm yeşil araçlar burada yok ama bazı yeşil araçlar burada var.
bazı-tüm,Tatlıların bazısını seviyorum.,Tatlıların tümünü seviyorum.,Tatlıların hiçbirini sevmiyorum.,Tatlıların tümünü sevmiyorum.,"Tatlıların bazısını seviyorum, hatta tatlıların tümünü seviyorum.","Tatlıların bazısını seviyorum, belki de tatlıların tümünü seviyorum.",Tatlıların bazısını seviyorum ama tatlıların tümünü sevmiyorum.,"Tatlıların tümünü sevmiyorum, hatta tatlıların bazısını sevmiyorum.","Tatlıların tümünü sevmiyorum, belki de tatlıların bazısını sevmiyorum.",Tatlıların tümünü sevmiyorum ama tatlıların bazısını seviyorum.
bazı-tüm,Beyaz eldivenlerin bazısı kirlenmiş.,Beyaz eldivenlerin tümü kirlenmiş.,Beyaz eldivenlerin hiçbiri kirlenmemiş.,Beyaz eldivenlerin tümü kirlenmemiş.,"Beyaz eldivenlerin bazısı kirlenmiş, hatta beyaz eldivenlerin tümü kirlenmiş.","Beyaz eldivenlerin bazısı kirlenmiş, belki de beyaz eldivenlerin tümü kirlenmiş.",Beyaz eldivenlerin bazısı kirlenmiş ama beyaz eldivenlerin tümü kirlenmemiş.,"Beyaz eldivenlerin tümü kirlenmemiş, hatta beyaz eldivenlerin bazısı kirlenmemiş.","Beyaz eldivenlerin tümü kirlenmemiş, belki de beyaz eldivenlerin bazısı kirlenmemiş.",Beyaz eldivenlerin tümü kirlenmemiş ama beyaz eldivenlerin bazısı kirlenmiş.
bazı-tüm,Bazı ekşi elmalar çürük çıktı.,Tüm ekşi elmalar çürük çıktı.,Hiçbir ekşi elma çürük çıkmadı.,Tüm ekşi elmalar çürük çıkmadı.,"Bazı ekşi elmalar çürük çıktı, hatta tüm ekşi elmalar çürük çıktı.","Bazı ekşi elmalar çürük çıktı, belki de tüm ekşi elmalar çürük çıktı.",Bazı ekşi elmalar çürük çıktı ama tüm ekşi elmalar çürük çıkmadı.,"Tüm ekşi elmalar çürük çıkmadı, hatta bazı ekşi elmalar çürük çıkmadı.","Tüm ekşi elmalar çürük çıkmadı, belki de bazı ekşi elmalar çürük çıkmadı.",Tüm ekşi elmalar çürük çıkmadı ama bazı ekşi elmalar çürük çıktı.
bazı-tüm,Metaliklerin bazısı fabrikamızda bulunuyor.,Metaliklerin tümü fabrikamızda bulunuyor.,Metaliklerin hiçbiri fabrikamızda bulunmuyor.,Metaliklerin tümü fabrikamızda bulunmuyor.,"Metaliklerin bazısı fabrikamızda bulunuyor, hatta metaliklerin tümü fabrikamızda bulunuyor.","Metaliklerin bazısı fabrikamızda bulunuyor, belki de metaliklerin tümü fabrikamızda bulunuyor.",Metaliklerin bazısı fabrikamızda bulunuyor ama metaliklerin tümü fabrikamızda bulunmuyor.,"Metaliklerin tümü fabrikamızda bulunmuyor, hatta metaliklerin bazısı fabrikamızda bulunmuyor.","Metaliklerin tümü fabrikamızda bulunmuyor, belki de metaliklerin bazısı fabrikamızda bulunmuyor.",Metaliklerin tümü fabrikamızda bulunmuyor ama metaliklerin bazısı fabrikamızda bulunuyor.
bazı-tüm,Bazı vanilya çeşitleri sağlığa zararlı.,Tüm vanilya çeşitleri sağlığa zararlı.,Hiçbir vanilya çeşitleri sağlığa zararlı değil.,Tüm vanilya çeşitleri sağlığa zararlı değil.,"Bazı vanilya çeşitleri sağlığa zararlı, hatta tüm vanilya çeşitleri sağlığa zararlı.","Bazı vanilya çeşitleri sağlığa zararlı, belki de tüm vanilya çeşitleri sağlığa zararlı.",Bazı vanilya çeşitleri sağlığa zararlı ama tüm vanilya çeşitleri sağlığa zararlı değil.,"Tüm vanilya çeşitleri sağlığa zararlı değil, hatta bazı vanilya çeşitleri sağlığa zararlı değil.","Tüm vanilya çeşitleri sağlığa zararlı değil, belki de bazı vanilya çeşitleri sağlığa zararlı değil.",Tüm vanilya çeşitleri sağlığa zararlı değil ama bazı vanilya çeşitleri sağlığa zararlı.
bazı-tüm,Gül ailesinin bazı üyeleri ülkemizde yetişiyor.,Gül ailesinin tüm üyeleri ülkemizde yetişiyor.,Gül ailesinin hiçbir üyeleri ülkemizde yetişmiyor.,Gül ailesinin tüm üyeleri ülkemizde yetişmiyor.,"Gül ailesinin bazı üyeleri ülkemizde yetişiyor, hatta gül ailesinin tüm üyeleri ülkemizde yetişiyor.","Gül ailesinin bazı üyeleri ülkemizde yetişiyor, belki de gül ailesinin tüm üyeleri ülkemizde yetişiyor.",Gül ailesinin bazı üyeleri ülkemizde yetişiyor ama gül ailesinin tüm üyeleri ülkemizde yetişmiyor.,"Gül ailesinin tüm üyeleri ülkemizde yetişmiyor, hatta gül ailesinin bazı üyeleri ülkemizde yetişmiyor.","Gül ailesinin tüm üyeleri ülkemizde yetişmiyor, belki de gül ailesinin bazı üyeleri ülkemizde yetişmiyor.",Gül ailesinin tüm üyeleri ülkemizde yetişmiyor ama gül ailesinin bazı üyeleri ülkemizde yetişiyor.
bazı-tüm,Bazı kahve kokularını tanımıştınız.,Tüm kahve kokularını tanımıştınız.,Hiçbir kahve kokusunu tanımamıştınız.,Tüm kahve kokularını tanımamıştınız.,"Bazı kahve kokularını tanımıştınız, hatta tüm kahve kokularını tanımıştınız.","Bazı kahve kokularını tanımıştınız, belki de tüm kahve kokularını tanımıştınız.",Bazı kahve kokularını tanımıştınız ama tüm kahve kokularını tanımamıştınız.,"Tüm kahve kokularını tanımamıştınız, hatta bazı kahve kokularını tanımamıştınız.","Tüm kahve kokularını tanımamıştınız, belki de bazı kahve kokularını tanımamıştınız.",Tüm kahve kokularını tanımamıştınız ama bazı kahve kokularını tanımıştınız.
bazı-tüm,Ekmek kuyruğunda arkadaşlarımın bazıları var.,Ekmek kuyruğunda arkadaşlarımın tümü var.,Ekmek kuyruğunda arkadaşlarımın hiçbiri yok.,Ekmek kuyruğunda arkadaşlarımın tümü yok.,"Ekmek kuyruğunda arkadaşlarımın bazıları var, hatta ekmek kuyruğunda arkadaşlarımın tümü var.","Ekmek kuyruğunda arkadaşlarımın bazıları var, belki de ekmek kuyruğunda arkadaşlarımın tümü var.",Ekmek kuyruğunda arkadaşlarımın bazıları var ama ekmek kuyruğunda arkadaşlarımın tümü yok.,"Ekmek kuyruğunda arkadaşlarımın tümü yok, hatta ekmek kuyruğunda arkadaşlarımın bazıları yok.","Ekmek kuyruğunda arkadaşlarımın tümü yok, belki de ekmek kuyruğunda arkadaşlarımın bazıları yok.",Ekmek kuyruğunda arkadaşlarımın tümü yok ama ekmek kuyruğunda arkadaşlarımın bazıları var.
bazı-tüm,Bazı arabalar ülkemize uygundu.,Tüm arabalar ülkemize uygundu.,Hiçbir araba ülkemize uygun değildi.,Tüm arabalar ülkemize uygun değildi.,"Bazı arabalar ülkemize uygundu, hatta tüm arabalar ülkemize uygundu.","Bazı arabalar ülkemize uygundu, belki de tüm arabalar ülkemize uygundu.",Bazı arabalar ülkemize uygundu ama tüm arabalar ülkemize uygun değildi.,"Tüm arabalar ülkemize uygun değildi, hatta bazı arabalar ülkemize uygun değildi.","Tüm arabalar ülkemize uygun değildi, belki de bazı arabalar ülkemize uygun değildi.",Tüm arabalar ülkemize uygun değildi ama bazı arabalar ülkemize uygundu.
bazı-tüm,Dumandan kaynaklanan bazı hastalıklar ülkemizde görülmeye başlandı.,Dumandan kaynaklanan tüm hastalıklar ülkemizde görülmeye başlandı.,Dumandan kaynaklanan hiçbir hastalık ülkemizde görülmeye başlanmadı.,Dumandan kaynaklanan tüm hastalıklar ülkemizde görülmeye başlanmadı.,"Dumandan kaynaklanan bazı hastalıklar ülkemizde görülmeye başlandı, hatta tümü ülkemizde görülmeye başlandı.","Dumandan kaynaklanan bazı hastalıklar ülkemizde görülmeye başlandı, belki de tümü ülkemizde görülmeye başlandı.",Dumandan kaynaklanan bazı hastalıklar ülkemizde görülmeye başlandı ama tümü ülkemizde görülmeye başlanmadı.,"Dumandan kaynaklanan tüm hastalıklar ülkemizde görülmeye başlanmadı, hatta bazıları bile ülkemizde görülmeye başlanmadı.","Dumandan kaynaklanan tüm hastalıklar ülkemizde görülmeye başlanmadı, belki de bazıları bile ülkemizde görülmeye başlanmadı.",Dumandan kaynaklanan tüm hastalıklar ülkemizde görülmeye başlanmadı ama bazıları ülkemizde görülmeye başlandı.
bazı-tüm,Yumuşak yatakların bazıları satılmış.,Yumuşak yatakların tümü satılmış.,Yumuşak yatakların hiçbiri satılmamış.,Yumuşak yatakların tümü satılmamış.,"Yumuşak yatakların bazıları satılmış, hatta yumuşak yatakların tümü satılmış.","Yumuşak yatakların bazıları satılmış, belki de yumuşak yatakların tümü satılmış.",Yumuşak yatakların bazıları satılmış ama yumuşak yatakların tümü satılmamış.,"Yumuşak yatakların tümü satılmamış, hatta yumuşak yatakların bazıları satılmamış.","Yumuşak yatakların tümü satılmamış, belki de yumuşak yatakların bazıları satılmamış.",Yumuşak yatakların tümü satılmamış ama yumuşak yatakların bazıları satılmış.
bazı-tüm,Kuru yaprakların bazısını anı olarak aldım.,Kuru yaprakların tümünü anı olarak aldım.,Kuru yaprakların hiçbirini anı olarak almadım.,Kuru yaprakların tümünü anı olarak almadım.,"Kuru yaprakların bazısını anı olarak aldım, hatta kuru yaprakların tümünü anı olarak aldım.","Kuru yaprakların bazısını anı olarak aldım, belki de kuru yaprakların tümünü anı olarak aldım.",Kuru yaprakların bazısını anı olarak aldım ama kuru yaprakların tümünü anı olarak almadım.,"Kuru yaprakların tümünü anı olarak almadım, hatta kuru yaprakların bazısını anı olarak almadım.","Kuru yaprakların tümünü anı olarak almadım, belki de kuru yaprakların bazısını anı olarak almadım.",Kuru yaprakların tümünü anı olarak almadım ama kuru yaprakların bazısını anı olarak aldım.
bazı-tüm,Ağır torbaların bazısını kardeşine verdi.,Ağır torbaların tümünü kardeşine verdi.,Ağır torbaların hiçbirini kardeşine vermedi.,Ağır torbaların tümünü kardeşine vermedi.,"Ağır torbaların bazısını kardeşine verdi, hatta ağır torbaların tümünü kardeşine verdi.","Ağır torbaların bazısını kardeşine verdi, belki de ağır torbaların tümünü kardeşine verdi.",Ağır torbaların bazısını kardeşine verdi ama ağır torbaların tümünü kardeşine vermedi.,"Ağır torbaların tümünü kardeşine vermedi, hatta ağır torbaların bazısını kardeşine vermedi.","Ağır torbaların tümünü kardeşine vermedi, belki de ağır torbaların bazısını kardeşine vermedi.",Ağır torbaların tümünü kardeşine vermedi ama ağır torbaların bazısını kardeşine verdi.
bazı-tüm,Pürüzlü yüzeylerin bazısını temizleyeceğim.,Pürüzlü yüzeylerin tümünü temizleyeceğim.,Pürüzlü yüzeylerin hiçbirini temizlemeyeceğim.,Pürüzlü yüzeylerin tümünü temizlemeyeceğim.,"Pürüzlü yüzeylerin bazısını temizleyeceğim, hatta pürüzlü yüzeylerin tümünü temizleyeceğim.","Pürüzlü yüzeylerin bazısını temizleyeceğim, belki de pürüzlü yüzeylerin tümünü temizleyeceğim.",Pürüzlü yüzeylerin bazısını temizleyeceğim ama pürüzlü yüzeylerin tümünü temizlemeyeceğim.,"Pürüzlü yüzeylerin tümünü temizlemeyeceğim, hatta pürüzlü yüzeylerin bazısını temizlemeyeceğim.","Pürüzlü yüzeylerin tümünü temizlemeyeceğim, belki de pürüzlü yüzeylerin bazısını temizlemeyeceğim.",Pürüzlü yüzeylerin tümünü temizlemeyeceğim ama pürüzlü yüzeylerin bazısını temizleyeceğim.
bazı-tüm,Bazı kaygan zeminler onun için tehlikeli.,Tüm kaygan zeminler onun için tehlikeli.,Hiçbir kaygan zemin onun için tehlikesiz.,Tüm kaygan zeminler onun için tehlikesiz.,"Bazı kaygan zeminler onun için tehlikeli, hatta tüm kaygan zeminler onun için tehlikeli.","Bazı kaygan zeminler onun için tehlikeli, belki de tüm kaygan zeminler onun için tehlikeli.",Bazı kaygan zeminler onun için tehlikeli ama tüm kaygan zeminler onun için tehlikesiz.,"Tüm kaygan zeminler onun için tehlikesiz, hatta bazı kaygan zeminler onun için tehlikesiz.","Tüm kaygan zeminler onun için tehlikesiz, belki de bazı kaygan zeminler onun için tehlikesiz.",Tüm kaygan zeminler onun için tehlikesiz ama bazı kaygan zeminler onun için tehlikeli.
bazı-tüm,Sıcak ülkelerin bazısında bu hastalık görüldü.,Sıcak ülkelerin tümünde bu hastalık görüldü.,Sıcak ülkelerin hiçbirinde bu hastalık görülmedi.,Sıcak ülkelerin tümünde bu hastalık görülmedi.,"Sıcak ülkelerin bazısında bu hastalık görüldü, hatta sıcak ülkelerin tümünde bu hastalık görüldü.","Sıcak ülkelerin bazısında bu hastalık görüldü, belki de sıcak ülkelerin tümünde bu hastalık görüldü.",Sıcak ülkelerin bazısında bu hastalık görüldü ama sıcak ülkelerin tümünde bu hastalık görülmedi.,"Sıcak ülkelerin tümünde bu hastalık görülmedi, hatta sıcak ülkelerin bazısında bu hastalık görülmedi.","Sıcak ülkelerin tümünde bu hastalık görülmedi, belki de sıcak ülkelerin bazısında bu hastalık görülmedi.",Sıcak ülkelerin tümünde bu hastalık görülmedi ama sıcak ülkelerin bazısında bu hastalık görüldü.
bazı-tüm,Soğuk memleketlerin bazılarında yaşadım.,Soğuk memleketlerin tümünde yaşadım.,Soğuk memleketlerin hiçbirinde yaşamadım.,Soğuk memleketlerin tümünde yaşamadım.,"Soğuk memleketlerin bazılarında yaşadım, hatta soğuk memleketlerin tümünde yaşadım.","Soğuk memleketlerin bazılarında yaşadım, belki de soğuk memleketlerin tümünde yaşadım.",Soğuk memleketlerin bazılarında yaşadım ama soğuk memleketlerin tümünde yaşamadım.,"Soğuk memleketlerin tümünde yaşamadım, hatta soğuk memleketlerin bazılarında yaşamadım.","Soğuk memleketlerin tümünde yaşamadım, belki de soğuk memleketlerin bazılarında yaşamadım.",Soğuk memleketlerin tümünde yaşamadım ama soğuk memleketlerin bazılarında yaşadım.
bazı-tüm,Müzik notalarının bazılarını tanımıştım.,Müzik notalarının tümünü tanımıştım.,Müzik notalarının hiçbirini tanımamıştım.,Müzik notalarının tümünü tanımamıştım.,"Müzik notalarının bazılarını tanımıştım, hatta müzik notalarının tümünü tanımıştım.","Müzik notalarının bazılarını tanımıştım, belki de müzik notalarının tümünü tanımıştım.",Müzik notalarının bazılarını tanımıştım ama müzik notalarının tümünü tanımamıştım.,"Müzik notalarının tümünü tanımamıştım, hatta müzik notalarının bazılarını tanımamıştım.","Müzik notalarının tümünü tanımamıştım, belki de müzik notalarının bazılarını tanımamıştım.",Müzik notalarının tümünü tanımamıştım ama müzik notalarının bazılarını tanımıştım.
bazı-tüm,Bazı kuş sesleri huzur verici.,Tüm kuş sesleri huzur verici.,Hiçbir kuş sesi huzur verici değil.,Tüm kuş sesleri huzur verici değil.,"Bazı kuş sesleri huzur verici, hatta tüm kuş sesleri huzur verici.","Bazı kuş sesleri huzur verici, belki de tüm kuş sesleri huzur verici.",Bazı kuş sesleri huzur verici ama tüm kuş sesleri huzur verici değil.,"Tüm kuş sesleri huzur verici değil, hatta bazı kuş sesleri huzur verici değil.","Tüm kuş sesleri huzur verici değil, belki de bazı kuş sesleri huzur verici değil.",Tüm kuş sesleri huzur verici değil ama bazı kuş sesleri huzur verici.
bazı-tüm,Bazı yağmurlar sele neden oldu.,Tüm yağmurlar sele neden oldu.,Hiçbir yağmur sele neden olmadı.,Tüm yağmurlar sele neden olmadı.,"Bazı yağmurlar sele neden oldu, hatta tüm yağmurlar sele neden oldu.","Bazı yağmurlar sele neden oldu, belki de tüm yağmurlar sele neden oldu.",Bazı yağmurlar sele neden oldu ama tüm yağmurlar sele neden olmadı.,"Tüm yağmurlar sele neden olmadı, hatta bazı yağmurlar sele neden olmadı.","Tüm yağmurlar sele neden olmadı, belki de bazı yağmurlar sele neden olmadı.",Tüm yağmurlar sele neden olmadı ama bazı yağmurlar sele neden oldu.
bazı-tüm,Dalgaların bazıları eve kadar vurdu.,Dalgaların tümü eve kadar vurdu.,Dalgaların hiçbiri eve kadar vurmadı.,Dalgaların tümü eve kadar vurmadı.,"Dalgaların bazıları eve kadar vurdu, hatta dalgaların tümü eve kadar vurdu.","Dalgaların bazıları eve kadar vurdu, belki de dalgaların tümü eve kadar vurdu.",Dalgaların bazıları eve kadar vurdu ama dalgaların tümü eve kadar vurmadı.,"Dalgaların tümü eve kadar vurmadı, hatta dalgaların bazıları eve kadar vurmadı.","Dalgaların tümü eve kadar vurmadı, belki de dalgaların bazıları eve kadar vurmadı.",Dalgaların tümü eve kadar vurmadı ama dalgaların bazıları eve kadar vurdu.
bazı-tüm,Bazı trafik ışıkları bozuk.,Tüm trafik ışıkları bozuk.,Hiçbir trafik ışıkları bozuk değil.,Tüm trafik ışıkları bozuk değil.,"Bazı trafik ışıkları bozuk, hatta tüm trafik ışıkları bozuk.","Bazı trafik ışıkları bozuk, belki de tüm trafik ışıkları bozuk.",Bazı trafik ışıkları bozuk ama tüm trafik ışıkları bozuk değil.,"Tüm trafik ışıkları bozuk değil, hatta bazı trafik ışıkları bozuk değil.","Tüm trafik ışıkları bozuk değil, belki de bazı trafik ışıkları bozuk değil.",Tüm trafik ışıkları bozuk değil ama bazı trafik ışıkları bozuk.
bazı-tüm,Patlama sesinden dolayı bazı insanlar korktu.,Patlama sesinden dolayı tüm insanlar korktu.,Patlama sesinden dolayı hiçbir insan korkmadı.,Patlama sesinden dolayı tüm insanlar korkmadı.,"Patlama sesinden dolayı bazı insanlar korktu, hatta patlama sesinden dolayı tüm insanlar korktu.","Patlama sesinden dolayı bazı insanlar korktu, belki de patlama sesinden dolayı tüm insanlar korktu.",Patlama sesinden dolayı bazı insanlar korktu ama patlama sesinden dolayı tüm insanlar korkmadı.,"Patlama sesinden dolayı tüm insanlar korkmadı, hatta patlama sesinden dolayı bazı insanlar korkmadı.","Patlama sesinden dolayı tüm insanlar korkmadı, belki de patlama sesinden dolayı bazı insanlar korkmadı.",Patlama sesinden dolayı tüm insanlar korkmadı ama patlama sesinden dolayı bazı insanlar korktu.
bazı-tüm,Bazı çocuklar burada oynayacak.,Tüm çocuklar burada oynayacak.,Hiçbir çocuk burada oynamayacak.,Tüm çocuklar burada oynamayacak.,"Bazı çocuklar burada oynayacak, hatta tüm çocuklar burada oynayacak.","Bazı çocuklar burada oynayacak, belki de tüm çocuklar burada oynayacak.",Bazı çocuklar burada oynayacak ama tüm çocuklar burada oynamayacak.,"Tüm çocuklar burada oynamayacak, hatta bazı çocuklar burada oynamayacak.","Tüm çocuklar burada oynamayacak, belki de bazı çocuklar burada oynamayacak.",Tüm çocuklar burada oynamayacak ama bazı çocuklar burada oynayacak.
bazı-tüm,Bazı gülme seslerini efektle yapmışlar.,Tüm gülme seslerini efektle yapmışlar.,Hiçbir gülme sesini efektle yapmamışlar.,Tüm gülme seslerini efektle yapmamışlar.,"Bazı gülme seslerini efektle yapmışlar, hatta tüm gülme seslerini efektle yapmışlar.","Bazı gülme seslerini efektle yapmışlar, belki de tüm gülme seslerini efektle yapmışlar.",Bazı gülme seslerini efektle yapmışlar ama tüm gülme seslerini efektle yapmamışlar.,"Tüm gülme seslerini efektle yapmamışlar, hatta bazı gülme seslerini efektle yapmamışlar.","Tüm gülme seslerini efektle yapmamışlar, belki de bazı gülme seslerini efektle yapmamışlar.",Tüm gülme seslerini efektle yapmamışlar ama bazı gülme seslerini efektle yapmışlar.
bazı-tüm,Hayal gücü bazılarının hoşuna gitti.,Hayal gücü tümünün hoşuna gitti.,Hayal gücü hiçbirini hoşuna gitmedi.,Hayal gücü tümünün hoşuna gitmedi.,"Hayal gücü bazılarının hoşuna gitti, hatta hayal gücü tümünün hoşuna gitti.","Hayal gücü bazılarının hoşuna gitti, belki de hayal gücü tümünün hoşuna gitti.",Hayal gücü bazılarının hoşuna gitti ama hayal gücü tümünün hoşuna gitmedi.,"Hayal gücü tümünün hoşuna gitmedi, hatta hayal gücü bazılarının bile hoşuna gitmedi.","Hayal gücü tümünün hoşuna gitmedi, belki de bazılarının bile hoşuna gitmedi.",Hayal gücü tümünün hoşuna gitmedi ama bazılarının hoşuna gitti.
bazı-tüm,Bilgeliği bazı okullarca takdir edildi.,Bilgeliği tüm okullarca takdir edildi.,Bilgeliği hiçbir okulca takdir edilmedi.,Bilgeliği tüm okullarca takdir edilmedi.,"Bilgeliği bazı okullarca takdir edildi, hatta bilgeliği tüm okullarca takdir edildi.","Bilgeliği bazı okullarca takdir edildi, belki de bilgeliği tüm okullarca takdir edildi.",Bilgeliği bazı okullarca takdir edildi ama bilgeliği tüm okullarca takdir edilmedi.,"Bilgeliği tüm okullarca takdir edilmedi, hatta bilgeliği bazı okullarca takdir edilmedi.","Bilgeliği tüm okullarca takdir edilmedi, belki de bilgeliği bazı okullarca takdir edilmedi.",Bilgeliği tüm okullarca takdir edilmedi ama bazı okullarca takdir edildi.
bazı-tüm,Görünmez olmak bazılarının hayali.,Görünmez olmak tümünün hayali.,Görünmez olmak hiçbirinin hayali değil.,Görünmez olmak tümünün hayali değil.,"Görünmez olmak bazılarının hayali, hatta görünmez olmak tümünün hayali.","Görünmez olmak bazılarının hayali, belki de tümünün hayali.",Görünmez olmak bazılarının hayali ama tümünün değil.,"Görünmez olmak tümünün hayali değil, hatta bazılarının bile değil.","Görünmez olmak tümünün hayali değil, belki de bazılarının bile değil.",Görünmez olmak tümünün hayali değil ama bazılarının hayali.
bazı-tüm,Eleştirel düşünme bazı öğrencilerde var.,Eleştirel düşünme tüm öğrencilerde var.,Eleştirel düşünme hiçbir öğrencide yok.,Eleştirel düşünme tüm öğrencilerde yok.,"Eleştirel düşünme bazı öğrencilerde var, hatta tüm öğrencilerde var.","Eleştirel düşünme bazı öğrencilerde var, belki de tüm öğrencilerde var.",Eleştirel düşünme bazı öğrencilerde var ama tüm öğrencilerde yok.,"Eleştirel düşünme tüm öğrencilerde yok, hatta bazı öğrencilerde bile yok.","Eleştirel düşünme tüm öğrencilerde yok, belki de bazı öğrencilerde bile yok.",Eleştirel düşünme tüm öğrencilerde yok ama bazı öğrencilerde var.
bazı-tüm,Bazı ebeveynler anlayışlı insanlar.,Tüm ebeveynler anlayışlı insanlar.,Hiçbir ebeveynler anlayışlı insanlar değiller.,Tüm ebeveynler anlayışlı insanlar değiller.,"Bazı ebeveynler anlayışlı insanlar, hatta tüm ebeveynler anlayışlı insanlar.","Bazı ebeveynler anlayışlı insanlar, belki de tüm ebeveynler anlayışlı insanlar.",Bazı ebeveynler anlayışlı insanlar ama tüm ebeveynler anlayışlı insanlar değiller.,"Tüm ebeveynler anlayışlı insanlar değiller, hatta bazı ebeveynler bile anlayışlı insanlar değiller.","Tüm ebeveynler anlayışlı insanlar değiller, belki de bazı ebeveynler bile anlayışlı insanlar değiller.",Tüm ebeveynler anlayışlı insanlar değiller ama bazı ebeveynler anlayışlı insanlar.
bazı-tüm,Filmde bazı sahnelerde sen görünüyorsun.,Filmde tüm sahnelerde sen görünüyorsun.,Filmde hiçbir sahnede sen görünmüyorsun.,Filmde tüm sahnelerde sen görünmüyorsun.,"Filmde bazı sahnelerde sen görünüyorsun, hatta tüm sahnelerde sen görünüyorsun.","Filmde bazı sahnelerde sen görünüyorsun, belki de tüm sahnelerde sen görünüyorsun.",Filmde bazı sahnelerde sen görünüyorsun ama tüm sahnelerde sen görünmüyorsun.,"Filmde tüm sahnelerde sen görünmüyorsun, hatta bazı sahnelerde sen görünmüyorsun.","Filmde tüm sahnelerde sen görünmüyorsun, belki de bazı sahnelerde bile sen görünmüyorsun.",Filmde tüm sahnelerde sen görünmüyorsun ama bazı sahnelerde sen görünüyorsun.
