scale,A,B,C,D,AD_cancellation,AD_suspension,AD_reinforcement,DA_cancellation,DA_suspension,DA_reinforcement
muhtemelen-kesin,Sınıftaki öğrenciler muhtemelen bahçede oynuyorlar.,Sınıftaki öğrencilerin bahçede oynadıkları kesin.,Sınıftaki öğrenciler muhtemelen bahçede oynamıyorlar.,Sınıftaki öğrencilerin bahçede oynadıkları kesin değil.,"Sınıftaki öğrenciler muhtemelen bahçede oynuyorlar, hatta bahçede oynadıkları kesin.","Sınıftaki öğrenciler muhtemelen bahçede oynuyorlar, belki de bahçede oynadıkları kesin.","Sınıftaki öğrenciler muhtemelen bahçede oynuyorlar, ama bahçede oynadıkları kesin değil.","Sınıftaki öğrencilerin bahçede oynadıkları kesin değil, hatta muhtemelen bahçede oynamıyorlar.","Sınıftaki öğrencilerin bahçede oynadıkları kesin değil, muhtemelen bahçede oynamıyorlar bile.","Sınıftaki öğrencilerin bahçede oynadıkları kesin değil, ama muhtemelen bahçede oynuyorlar."
muhtemelen-kesin,Ruloyu muhtemelen sarıyor.,Ruloyu sardığı kesin.,Ruloyu muhtemelen sarmıyor.,Ruloyu sardığı kesin değil.,"Ruloyu muhtemelen sarıyor, hatta sardığı kesin.","Ruloyu muhtemelen sarıyor, belki de sardığı kesin.","Ruloyu muhtemelen sarıyor, ama sardığı kesin değil.","Ruloyu sardığı kesin değil, hatta muhtemelen sarmıyor.","Ruloyu sardığı kesin değil, muhtemelen sarmıyor bile.","Ruloyu sardığı kesin değil, ama muhtemelen sarıyor."
muhtemelen-kesin,Çay bardaklarını muhtemelen özenlice temizliyor.,Çay bardaklarını özenlice temizlediği kesin.,Çay bardaklarını muhtemelen özenlice temizlemiyor.,Çay bardaklarını özenlice temizlediği kesin değil.,"Çay bardaklarını muhtemelen özenlice temizliyor, hatta özenlice temizlediği kesin.","Çay bardaklarını muhtemelen özenlice temizliyor, belki de özenlice temizlediği kesin.","Çay bardaklarını muhtemelen özenlice temizliyor, ama özenlice temizlediği kesin değil.","Çay bardaklarını özenlice temizlediği kesin değil, hatta muhtemelen özenlice temizlemiyor.","Çay bardaklarını özenlice temizlediği kesin değil, muhtemelen özenlice temizlemiyor bile.","Çay bardaklarını özenlice temizlediği kesin değil, ama muhtemelen özenlice temizliyor."
muhtemelen-kesin,Bu konuda muhtemelen bir şey geliştiriyorlar.,Bu konuda bir şey geliştirdikleri kesin.,Bu konuda muhtemelen bir şey geliştirmiyorlar.,Bu konuda bir şey geliştirdikleri kesin değil.,"Bu konuda muhtemelen bir şey geliştiriyorlar, hatta bir şey geliştirdikleri kesin.","Bu konuda muhtemelen bir şey geliştiriyorlar, belki de bir şey geliştirdikleri kesin.","Bu konuda muhtemelen bir şey geliştiriyorlar, ama bir şey geliştirdikleri kesin değil.","Bu konuda bir şey geliştirdikleri kesin değil, hatta muhtemelen bir şey geliştirmiyorlar.","Bu konuda bir şey geliştirdikleri kesin değil, muhtemelen bir şey geliştirmiyorlar bile.","Bu konuda bir şey geliştirdikleri kesin değil, ama muhtemelen bir şey geliştiriyorlar."
muhtemelen-kesin,Tişörtünü muhtemelen elde yıkıyor.,Tişörtünü elde yıkadığı kesin.,Tişörtünü muhtemelen elde yıkamıyor.,Tişörtünü elde yıkadığı kesin değil.,"Tişörtünü muhtemelen elde yıkıyor, hatta elde yıkadığı kesin.","Tişörtünü muhtemelen elde yıkıyor, belki de elde yıkadığı kesin.","Tişörtünü muhtemelen elde yıkıyor, ama elde yıkadığı kesin değil.","Tişörtünü elde yıkadığı kesin değil, hatta muhtemelen elde yıkamıyor.","Tişörtünü elde yıkadığı kesin değil, muhtemelen elde yıkamıyor bile.","Tişörtünü elde yıkadığı kesin değil, ama muhtemelen elde yıkıyor."
muhtemelen-kesin,Yerdeki ağaç yapraklarını muhtemelen süpürüyorlar.,Yerdeki ağaç yapraklarını süpürdükleri kesin.,Yerdeki ağaç yapraklarını muhtemelen süpürmüyorlar.,Yerdeki ağaç yapraklarını süpürdükleri kesin değil.,"Yerdeki ağaç yapraklarını muhtemelen süpürüyorlar, hatta süpürdükleri kesin.","Yerdeki ağaç yapraklarını muhtemelen süpürüyorlar, belki de süpürdükleri kesin.","Yerdeki ağaç yapraklarını muhtemelen süpürüyorlar, ama süpürdükleri kesin değil.","Yerdeki ağaç yapraklarını süpürdükleri kesin değil, hatta muhtemelen süpürmüyorlar.","Yerdeki ağaç yapraklarını süpürdükleri kesin değil, muhtemelen süpürmüyorlar bile.","Yerdeki ağaç yapraklarını süpürdükleri kesin değil, ama muhtemelen süpürüyorlar."
muhtemelen-kesin,Vazodaki çiçekleri muhtemelen suluyor.,Vazodaki çiçekleri suladığı kesin.,Vazodaki çiçekleri muhtemelen sulamıyor.,Vazodaki çiçekleri suladığı kesin değil.,"Vazodaki çiçekleri muhtemelen suluyor, hatta suladığı kesin.","Vazodaki çiçekleri muhtemelen suluyor, belki de suladığı kesin.","Vazodaki çiçekleri muhtemelen suluyor, ama suladığı kesin değil.","Vazodaki çiçekleri suladığı kesin değil, hatta muhtemelen sulamıyor.","Vazodaki çiçekleri suladığı kesin değil, muhtemelen sulamıyor bile.","Vazodaki çiçekleri suladığı kesin değil, ama muhtemelen suluyor."
muhtemelen-kesin,Eski plakları muhtemelen temizliyor.,Eski plakları temizlediği kesin.,Eski plakları muhtemelen temizlemiyor.,Eski plakları temizlediği kesin değil.,"Eski plakları muhtemelen temizliyor, hatta temizlediği kesin.","Eski plakları muhtemelen temizliyor, belki de temizlediği kesin.","Eski plakları muhtemelen temizliyor, ama temizlediği kesin değil.","Eski plakları temizlediği kesin değil, hatta muhtemelen temizlemiyor.","Eski plakları temizlediği kesin değil, muhtemelen temizlemiyor bile.","Eski plakları temizlediği kesin değil, ama muhtemelen temizliyor."
muhtemelen-kesin,Latif kötü kokan parfümünü muhtemelen çöpe atıyor.,Latif'in kötü kokan parfümünü çöpe attığı kesin.,Latif kötü kokan parfümünü muhtemelen çöpe atmıyor.,Latif'in kötü kokan parfümünü çöpe attığı kesin değil.,"Latif kötü kokan parfümünü muhtemelen çöpe atıyor, hatta çöpe attığı kesin.","Latif kötü kokan parfümünü muhtemelen çöpe atıyor, belki de çöpe attığı kesin.","Latif kötü kokan parfümünü muhtemelen çöpe atıyor, ama çöpe attığı kesin değil.","Latif'in kötü kokan parfümünü çöpe attığı kesin değil, hatta muhtemelen çöpe atmıyor.","Latif'in kötü kokan parfümünü çöpe attığı kesin değil, muhtemelen çöpe atmıyor bile.","Latif'in kötü kokan parfümünü çöpe attığı kesin değil, ama muhtemelen çöpe atıyor."
muhtemelen-kesin,Kremlerini muhtemelen yüzüne sürüyor.,Kremlerini yüzüne sürdüğü kesin.,Kremlerini muhtemelen yüzüne sürmüyor.,Kremlerini yüzüne sürdüğü kesin değil.,"Kremlerini muhtemelen yüzüne sürüyor, hatta yüzüne sürdüğü kesin.","Kremlerini muhtemelen yüzüne sürüyor, belki de yüzüne sürdüğü kesin.","Kremlerini muhtemelen yüzüne sürüyor, ama yüzüne sürdüğü kesin değil.","Kremlerini yüzüne sürdüğü kesin değil, hatta muhtemelen yüzüne sürmüyor.","Kremlerini yüzüne sürdüğü kesin değil, muhtemelen yüzüne sürmüyor bile.","Kremlerini yüzüne sürdüğü kesin değil, ama muhtemelen yüzüne sürüyor."
muhtemelen-kesin,Kitapları muhtemelen raflara diziyor.,Kitapları raflara dizdiği kesin.,Kitapları muhtemelen raflara dizmiyor.,Kitapları raflara dizdiği kesin değil.,"Kitapları muhtemelen raflara diziyor, hatta raflara dizdiği kesin.","Kitapları muhtemelen raflara diziyor, belki de raflara dizdiği kesin.","Kitapları muhtemelen raflara diziyor, ama raflara dizdiği kesin değil.","Kitapları raflara dizdiği kesin değil, hatta muhtemelen raflara dizmiyor.","Kitapları raflara dizdiği kesin değil, muhtemelen raflara dizmiyor bile.","Kitapları raflara dizdiği kesin değil, ama muhtemelen raflara diziyor."
muhtemelen-kesin,Kaybettiği kitapları muhtemelen internetten alıyor.,Kaybettiği kitapları internetten aldığı kesin.,Kaybettiği kitapları muhtemelen internetten almıyor.,Kaybettiği kitapları internetten aldığı kesin değil.,"Kaybettiği kitapları muhtemelen internetten alıyor, hatta internetten aldığı kesin.","Kaybettiği kitapları muhtemelen internetten alıyor, belki de internetten aldığı kesin.","Kaybettiği kitapları muhtemelen internetten alıyor, ama internetten aldığı kesin değil.","Kaybettiği kitapları internetten aldığı kesin değil, hatta muhtemelen internetten almıyor.","Kaybettiği kitapları internetten aldığı kesin değil, muhtemelen internetten almıyor bile.","Kaybettiği kitapları internetten aldığı kesin değil, ama muhtemelen internetten alıyor."
muhtemelen-kesin,Siparişimizi muhtemelen şu anda hazırlıyorlar.,Siparişimizi şu anda hazırladıkları kesin.,Siparişimizi muhtemelen şu anda hazırlamıyorlar.,Siparişimizi şu anda hazırladıkları kesin değil.,"Siparişimizi muhtemelen şu anda hazırlıyorlar, hatta hazırladıkları kesin.","Siparişimizi muhtemelen şu anda hazırlıyorlar, belki de hazırladıkları kesin.","Siparişimizi muhtemelen şu anda hazırlıyorlar, ama hazırladıkları kesin değil.","Siparişimizi şu anda hazırladıkları kesin değil, hatta muhtemelen hazırlamıyorlar.","Siparişimizi şu anda hazırladıkları kesin değil, muhtemelen hazırlamıyorlar bile.","Siparişimizi şu anda hazırladıkları kesin değil, ama muhtemelen hazırlıyorlar."
muhtemelen-kesin,Muhtemelen kavga ediyorlar.,Kavga ettikleri kesin.,Muhtemelen kavga etmiyorlar.,Kavga ettikleri kesin değil.,"Muhtemelen kavga ediyorlar, hatta kavga ettikleri kesin.","Muhtemelen kavga ediyorlar, belki de kavga ettikleri kesin.","Muhtemelen kavga ediyorlar, ama kavga ettikleri kesin değil.","Kavga ettikleri kesin değil, hatta muhtemelen kavga etmiyorlar.","Kavga ettikleri kesin değil, muhtemelen kavga etmiyorlar bile.","Kavga ettikleri kesin değil, ama muhtemelen kavga ediyorlar."
muhtemelen-kesin,Muhtemelen konukları karşılıyor.,Konukları karşıladığı kesin.,Muhtemelen konukları karşılamıyor.,Konukları karşıladığı kesin değil.,"Muhtemelen konukları karşılıyor, hatta karşıladığı kesin.","Muhtemelen konukları karşılıyor, belki de karşıladığı kesin.","Muhtemelen konukları karşılıyor, ama karşıladığı kesin değil.","Konukları karşıladığı kesin değil, hatta muhtemelen konukları karşılamıyor.","Konukları karşıladığı kesin değil, muhtemelen konukları karşılamıyor bile.","Konukları karşıladığı kesin değil, ama muhtemelen konukları karşılıyor."
muhtemelen-kesin,Yan binaya muhtemelen tadilat yapıyorlar.,Yan binaya tadilat yaptıkları kesin.,Yan binaya muhtemelen tadilat yapmıyorlar.,Yan binaya tadilat yaptıkları kesin değil.,"Yan binaya muhtemelen tadilat yapıyorlar, hatta tadilat yaptıkları kesin.","Yan binaya muhtemelen tadilat yapıyorlar, belki de tadilat yaptıkları kesin.","Yan binaya muhtemelen tadilat yapıyorlar, ama tadilat yaptıkları kesin değil.","Yan binaya tadilat yaptıkları kesin değil, hatta muhtemelen tadilat yapmıyorlar.","Yan binaya tadilat yaptıkları kesin değil, muhtemelen tadilat yapmıyorlar bile.","Yan binaya tadilat yaptıkları kesin değil, ama muhtemelen tadilat yapıyorlar."
muhtemelen-kesin,Belediye ekipleri muhtemelen tiyatroya geliyorlar.,Belediye ekiplerinin tiyatroya geldikleri kesin.,Belediye ekipleri muhtemelen tiyatroya gelmiyorlar.,Belediye ekiplerinin tiyatroya geldikleri kesin değil.,"Belediye ekipleri muhtemelen tiyatroya geliyorlar, hatta tiyatroya geldikleri kesin.","Belediye ekipleri muhtemelen tiyatroya geliyorlar, belki de tiyatroya geldikleri kesin.","Belediye ekipleri muhtemelen tiyatroya geliyorlar, ama tiyatroya geldikleri kesin değil.","Belediye ekiplerinin tiyatroya geldikleri kesin değil, hatta muhtemelen tiyatroya gelmiyorlar.","Belediye ekiplerinin tiyatroya geldikleri kesin değil, muhtemelen tiyatroya gelmiyorlar bile.","Belediye ekiplerinin tiyatroya geldikleri kesin değil, ama muhtemelen tiyatroya geliyorlar."
muhtemelen-kesin,Muhtemelen neşeli şarkılar söylüyorlar.,Neşeli şarkılar söyledikleri kesin.,Muhtemelen neşeli şarkılar söylemiyorlar.,Neşeli şarkılar söyledikleri kesin değil.,"Muhtemelen neşeli şarkılar söylüyorlar, hatta söyledikleri kesin.","Muhtemelen neşeli şarkılar söylüyorlar, belki de söyledikleri kesin.","Muhtemelen neşeli şarkılar söylüyorlar, ama söyledikleri kesin değil.","Neşeli şarkılar söyledikleri kesin değil, hatta muhtemelen neşeli şarkılar söylemiyorlar.","Neşeli şarkılar söyledikleri kesin değil, muhtemelen neşeli şarkılar söylemiyorlar bile.","Neşeli şarkılar söyledikleri kesin değil, ama muhtemelen neşeli şarkılar söylüyorlar."
muhtemelen-kesin,Murat muhtemelen Ankara'ya gidiyor.,Murat'ın Ankara'ya gittiği kesin.,Murat muhtemelen Ankara'ya gitmiyor.,Murat'ın Ankara'ya gittiği kesin değil.,"Murat muhtemelen Ankara'ya gidiyor, hatta Ankara'ya gittiği kesin.","Murat muhtemelen Ankara'ya gidiyor, belki de Ankara'ya gittiği kesin.","Murat muhtemelen Ankara'ya gidiyor, ama Ankara'ya gittiği kesin değil.","Murat'ın Ankara'ya gittiği kesin değil, hatta muhtemelen Ankara'ya gitmiyor.","Murat'ın Ankara'ya gittiği kesin değil, muhtemelen Ankara'ya gitmiyor bile.","Murat'ın Ankara'ya gittiği kesin değil, ama muhtemelen Ankara'ya gidiyor."
muhtemelen-kesin,Muhtemelen gitarının tellerini yeniliyor.,Gitarının tellerini yenilediği kesin.,Muhtemelen gitarının tellerini yenilemiyor.,Gitarının tellerini yenilediği kesin değil.,"Muhtemelen gitarının tellerini yeniliyor, hatta yenilediği kesin.","Muhtemelen gitarının tellerini yeniliyor, belki de yenilediği kesin.","Muhtemelen gitarının tellerini yeniliyor, ama yenilediği kesin değil.","Gitarının tellerini yenilediği kesin değil, hatta muhtemelen yenilemiyor.","Gitarının tellerini yenilediği kesin değil, muhtemelen yenilemiyor bile.","Gitarının tellerini yenilediği kesin değil, ama muhtemelen yeniliyor."
herhalde-yüzde yüz,Yarın herhalde okula gideceğim.,Yarın yüzde yüz okula gideceğim.,Yarın herhalde okula gitmeyeceğim.,Yarın okula gideceğim yüzde yüz değil.,"Yarın herhalde okula gideceğim, hatta gideceğim yüzde yüz.","Yarın herhalde okula gideceğim, gideceğim belki de yüzde yüz.",Yarın herhalde okula gideceğim ama gideceğim yüzde yüz değil.,Yarın okula gideceğim yüzde yüz değil hatta herhalde gitmeyeceğim.,"Yarın okula gideceğim yüzde değil, belki gitmeyeceğim bile.",Yarın okula gideceğim yüzde yüz değil ama herhalde gideceğim.
herhalde-yüzde yüz,Bu işi herhalde yapacağım.,Bu işi yüzde yüz yapacağım.,Bu işi herhalde yapmayacağım.,Bu işi yapacağım yüzde yüz değil.,"Bu işi herhalde yapacağım, hatta yapacağım yüzde yüz.","Bu işi herhalde yapacağım, belki de yapacağım yüzde yüz.",Bu işi herhalde yapacağım ama yapacağım yüzde yüz değil.,"Bu işi yapacağım yüzde yüz değil, hatta herhalde yapmayacağım.","Bu işi yapacağım yüzde yüz değil, belki de yapmayacağım bile.",Bu işi yapacağım yüzde yüz değil ama herhalde yapacağım.
herhalde-yüzde yüz,Şirket herhalde iflasını açıklayacak.,Yüzde yüz şirket iflasını açıklayacak.,Şirket herhalde iflasını açıklamayacak.,Şirketin iflasını açıklayacağı yüzde yüz değil.,"Şirket herhalde iflasını açıklayacak, hatta iflasını açıklayacağı yüzde yüz.","Şirket herhalde iflasını açıklayacak, belki de iflasını açıklayacağı yüzde yüz.",Şirket herhalde iflasını açıklayacak ama iflasını açıklayacağı yüzde yüz değil.,"Şirketin iflasını açıklayacağı yüzde yüz değil, hatta herhalde iflasını açıklamayacak.","Şirketin iflasını açıklayacağı yüzde yüz değil, belki de iflasını açıklamayacak bile.",Şirketin iflasını açıklayacağı yüzde yüz değil ama herhalde iflasını açıklayacak.
herhalde-yüzde yüz,Konser herhalde erken bitecek.,Konser yüzde yüz erken bitecek.,Konser herhalde erken bitmeyecek.,Konserin erken biteceği yüzde yüz değil.,"Konser herhalde erken bitecek, hatta erken biteceği yüzde yüz.","Konser herhalde erken bitecek, belki de erken biteceği yüzde yüz.",Konser herhalde erken bitecek ama erken biteceği yüzde yüz değil.,"Konserin erken biteceği yüzde yüz değil, hatta herhalde erken bitmeyecek.","Konserin erken biteceği yüzde yüz değil, belki de erken bitmeyecek bile.",Konserin erken biteceği yüzde yüz değil ama herhalde erken bitecek.
herhalde-yüzde yüz,Verdiği sözleri herhalde tutacak.,Verdiği sözleri tutacağı yüzde yüz.,Verdiği sözleri herhalde tutmayacak.,Verdiği sözleri tutacağı yüzde yüz değil.,"Verdiği sözleri herhalde tutacak, hatta tutacağı yüzde yüz.","Verdiği sözleri herhalde tutacak, belki de tutacağı yüzde yüz.",Verdiği sözleri herhalde tutacak ama tutacağı yüzde yüz değil.,"Verdiği sözleri tutacağı yüzde yüz değil, hatta herhalde tutmayacak.","Verdiği sözleri tutacağı yüzde yüz değil, belki de tutmayacak bile.",Verdiği sözleri tutacağı yüzde yüz değil ama herhalde tutacak.
herhalde-yüzde yüz,Herhalde Selin'in arkadaşıyla görüşecek.,Yüzde yüz Selin'in arkadaşıyla görüşecek.,Herhalde Selin'in arkadaşıyla görüşmeyecek.,Selin'in arkadaşıyla görüşeceği yüzde yüz değil.,"Herhalde Selin'in arkadaşıyla görüşecek, hatta görüşeceği yüzde yüz.","Herhalde Selin'in arkadaşıyla görüşecek, belki de görüşeceği yüzde yüz.",Herhalde Selin'in arkadaşıyla görüşecek ama görüşeceği yüzde yüz değil.,"Selin'in arkadaşıyla görüşeceği yüzde yüz değil, hatta herhalde görüşmeyecek.","Selin'in arkadaşıyla görüşeceği yüzde yüz değil, belki de görüşmeyecek bile.",Selin'in arkadaşıyla görüşeceği yüzde yüz değil ama herhalde görüşecek.
herhalde-yüzde yüz,Bilgisayarını herhalde geri verecek.,Bilgisayarını yüzde yüz geri verecek.,Bilgisayarını herhalde geri vermeyecek.,Bilgisayarını geri vereceği yüzde yüz değil.,"Bilgisayarını herhalde geri verecek, hatta geri vereceği yüzde yüz.","Bilgisayarını herhalde geri verecek, belki de geri vereceği yüzde yüz.",Bilgisayarını herhalde geri verecek ama geri vereceği yüzde yüz değil.,"Bilgisayarını geri vereceği yüzde yüz değil, hatta herhalde geri vermeyecek.","Bilgisayarını geri vereceği yüzde yüz değil, belki de geri vermeyecek bile.",Bilgisayarını geri vereceği yüzde yüz değil ama herhalde geri verecek.
herhalde-yüzde yüz,Herhalde sarı otobüse bineceğiz.,Yüzde yüz sarı otobüse bineceğiz.,Herhalde sarı otobüse binmeyeceğiz.,Sarı otobüse bineceğimiz yüzde yüz değil.,"Herhalde sarı otobüse bineceğiz, hatta bineceğimiz yüzde yüz.","Herhalde sarı otobüse bineceğiz, belki de bineceğimiz yüzde yüz.",Herhalde sarı otobüse bineceğiz ama bineceğimiz yüzde yüz değil.,"Sarı otobüse bineceğimiz yüzde yüz değil, hatta herhalde binmeyeceğiz.","Sarı otobüse bineceğimiz yüzde yüz değil, belki de binmeyeceğiz bile.",Sarı otobüse bineceğimiz yüzde yüz değil ama herhalde bineceğiz.
herhalde-yüzde yüz,Telefonunu herhalde değiştirecek.,Telefonunu yüzde yüz değiştirecek.,Telefonunu herhalde değiştirmeyecek.,Telefonunu değiştireceği yüzde yüz değil.,"Telefonunu herhalde değiştirecek, hatta değiştireceği yüzde yüz.","Telefonunu herhalde değiştirecek, belki de değiştireceği yüzde yüz.",Telefonunu herhalde değiştirecek ama değiştireceği yüzde yüz değil.,"Telefonunu değiştireceği yüzde yüz değil, hatta herhalde değiştirmeyecek.","Telefonunu değiştireceği yüzde yüz değil, belki de değiştirmeyecek bile.",Telefonunu değiştireceği yüzde yüz değil ama herhalde değiştirecek.
herhalde-yüzde yüz,Herhalde yeni bir eve çıkacağız.,Yüzde yüz yeni bir eve çıkacağız.,Herhalde yeni bir eve çıkmayacağız.,Yeni bir eve çıkacağımız yüzde yüz değil.,"Herhalde yeni bir eve çıkacağız, hatta çıkacağımız yüzde yüz.","Herhalde yeni bir eve çıkacağız, belki de çıkacağımız yüzde yüz.",Herhalde yeni bir eve çıkacağız ama çıkacağımız yüzde yüz değil.,"Yeni bir eve çıkacağımız yüzde yüz değil, hatta herhalde çıkmayacağız.","Yeni bir eve çıkacağımız yüzde yüz değil, belki de çıkmayacağız bile.",Yeni bir eve çıkacağımız yüzde yüz değil ama herhalde çıkacağız.
herhalde-yüzde yüz,Herhalde ekip bu işin peşini bırakacak.,Yüzde yüz ekip bu işin peşini bırakacak.,Herhalde ekip bu işin peşini bırakmayacak.,Ekip bu işin peşini bırakacağı yüzde yüz değil.,"Herhalde ekip bu işin peşini bırakacak, hatta bırakacak yüzde yüz.","Herhalde ekip bu işin peşini bırakacak, belki de bırakacak yüzde yüz.",Herhalde ekip bu işin peşini bırakacak ama bırakacak yüzde yüz değil.,"Ekip bu işin peşini bırakacak yüzde yüz değil, hatta herhalde bırakmayacak.","Ekip bu işin peşini bırakacak yüzde yüz değil, belki de bırakmayacak bile.",Ekip bu işin peşini bırakacak yüzde yüz değil ama herhalde bırakacak.
herhalde-yüzde yüz,Ülkeler herhalde bu sorun üzerine yoğunlaşacak.,Ülkelerin bu sorun üzerine yoğunlaşacağı yüzde yüz.,Ülkeler herhalde bu sorun üzerine yoğunlaşmayacak.,Ülkelerin bu sorun üzerine yoğunlaşacağı yüzde yüz değil.,"Ülkeler herhalde bu sorun üzerine yoğunlaşacak, hatta yoğunlaşacağı yüzde yüz.","Ülkeler herhalde bu sorun üzerine yoğunlaşacak, belki de yoğunlaşacağı yüzde yüz.",Ülkeler herhalde bu sorun üzerine yoğunlaşacak ama yoğunlaşacağı yüzde yüz değil.,"Ülkelerin bu sorun üzerine yoğunlaşacağı yüzde yüz değil, hatta herhalde yoğunlaşmayacak.","Ülkelerin bu sorun üzerine yoğunlaşacağı yüzde yüz değil, belki de yoğunlaşmayacak bile.",Ülkelerin bu sorun üzerine yoğunlaşacağı yüzde yüz değil ama herhalde yoğunlaşacak.
herhalde-yüzde yüz,Çiçekleri herhalde kendi evine götürecek.,Çiçekleri yüzde yüz kendi evine götürecek.,Çiçekleri herhalde kendi evine götürmeyecek.,Çiçekleri kendi evine götüreceği yüzde yüz değil.,"Çiçekleri herhalde kendi evine götürecek, hatta götüreceği yüzde yüz.","Çiçekleri herhalde kendi evine götürecek, belki de götüreceği yüzde yüz.",Çiçekleri herhalde kendi evine götürecek ama götüreceği yüzde yüz değil.,"Çiçekleri kendi evine götüreceği yüzde yüz değil, hatta herhalde götürmeyecek.","Çiçekleri kendi evine götüreceği yüzde yüz değil, belki de götürmeyecek bile.",Çiçekleri kendi evine götüreceği yüzde yüz değil ama herhalde götürecek.
herhalde-yüzde yüz,Bu toplantıda herhalde şirketin yeni hedeflerini öğreneceğiz.,Bu toplantıda şirketin yeni hedeflerini öğreneceğimiz yüzde yüz.,Bu toplantıda herhalde şirketin yeni hedeflerini öğrenmeyeceğiz.,Bu toplantıda şirketin yeni hedeflerini öğreneceğimiz yüzde yüz değil.,"Bu toplantıda herhalde şirketin yeni hedeflerini öğreneceğiz, hatta öğreneceğimiz yüzde yüz.","Bu toplantıda herhalde şirketin yeni hedeflerini öğreneceğiz, belki de öğreneceğimiz yüzde yüz.",Bu toplantıda herhalde şirketin yeni hedeflerini öğreneceğiz ama öğreneceğimiz yüzde yüz değil.,"Bu toplantıda şirketin yeni hedeflerini öğreneceğimiz yüzde yüz değil, hatta herhalde öğrenmeyeceğiz.","Bu toplantıda şirketin yeni hedeflerini öğreneceğimiz yüzde yüz değil, belki de öğrenmeyeceğiz bile.",Bu toplantıda şirketin yeni hedeflerini öğreneceğimiz yüzde yüz değil ama herhalde öğreneceğiz.
herhalde-yüzde yüz,Herhalde eski klavyesini tamir ettirecek.,Yüzde yüz eski klavyesini tamir ettirecek.,Herhalde eski klavyesini tamir ettirmeyecek.,Eski klavyesini tamir ettireceği yüzde yüz değil.,"Herhalde eski klavyesini tamir ettirecek, hatta tamir ettireceği yüzde yüz.","Herhalde eski klavyesini tamir ettirecek, belki de tamir ettireceği yüzde yüz.",Herhalde eski klavyesini tamir ettirecek ama tamir ettireceği yüzde yüz değil.,"Eski klavyesini tamir ettireceği yüzde yüz değil, hatta herhalde tamir ettirmeyecek.","Eski klavyesini tamir ettireceği yüzde yüz değil, belki de tamir ettirmeyecek bile.",Eski klavyesini tamir ettireceği yüzde yüz değil ama herhalde tamir ettirecek.
herhalde-yüzde yüz,Cam bardakları herhalde dezenfekte edecek.,Cam bardakları dezenfekte edeceği yüzde yüz.,Cam bardakları herhalde dezenfekte etmeyecek.,Cam bardakları dezenfekte edeceği yüzde yüz değil.,"Cam bardakları herhalde dezenfekte edecek, hatta dezenfekte edeceği yüzde yüz.","Cam bardakları herhalde dezenfekte edecek, belki de dezenfekte edeceği yüzde yüz.",Cam bardakları herhalde dezenfekte edecek ama dezenfekte edeceği yüzde yüz değil.,"Cam bardakları dezenfekte edeceği yüzde yüz değil, hatta herhalde dezenfekte etmeyecek.","Cam bardakları dezenfekte edeceği yüzde yüz değil, belki de dezenfekte etmeyecek bile.",Cam bardakları dezenfekte edeceği yüzde yüz değil ama herhalde dezenfekte edecek.
herhalde-yüzde yüz,Ormandaki arkadaşlarını herhalde ziyaret edecek.,Ormandaki arkadaşlarını ziyaret edeceği yüzde yüz.,Ormandaki arkadaşlarını herhalde ziyaret etmeyecek.,Ormandaki arkadaşlarını ziyaret edeceği yüzde yüz değil.,"Ormandaki arkadaşlarını herhalde ziyaret edecek, hatta ziyaret edeceği yüzde yüz.","Ormandaki arkadaşlarını herhalde ziyaret edecek, belki de ziyaret edeceği yüzde yüz.",Ormandaki arkadaşlarını herhalde ziyaret edecek ama ziyaret edeceği yüzde yüz değil.,"Ormandaki arkadaşlarını ziyaret edeceği yüzde yüz değil, hatta herhalde ziyaret etmeyecek.","Ormandaki arkadaşlarını ziyaret edeceği yüzde yüz değil, belki de ziyaret etmeyecek bile.",Ormandaki arkadaşlarını ziyaret edeceği yüzde yüz değil ama herhalde ziyaret edecek.
herhalde-yüzde yüz,Bu yıl herhalde işçi sayısını azaltacaklar.,Yüzde yüz bu yıl işçi sayısını azaltacaklar.,Bu yıl herhalde işçi sayısını azaltmayacaklar.,Bu yıl işçi sayısını azaltacakları yüzde yüz değil.,"Bu yıl herhalde işçi sayısını azaltacaklar, hatta azaltacakları yüzde yüz.","Bu yıl herhalde işçi sayısını azaltacaklar, belki de azaltacakları yüzde yüz.",Bu yıl herhalde işçi sayısını azaltacaklar ama azaltacakları yüzde yüz değil.,"Bu yıl işçi sayısını azaltacakları yüzde yüz değil, hatta herhalde azaltmayacaklar.","Bu yıl işçi sayısını azaltacakları yüzde yüz değil, belki de azaltmayacaklar bile.",Bu yıl işçi sayısını azaltacakları yüzde yüz değil ama herhalde azaltacaklar.
