scale,A,B,C,D,D2,AD_cancellation,AD_suspension,AD_reinforcement,DA_cancellation,DA_suspension,DA_reinforcement,C_implicature_1,C_implicature_2,C_implicature_3
yirmi dört-otuz altı,Yirmi dört parçadan oluşuyor.,Otuz altı parçadan oluşuyor.,Yirmi dört parçadan oluşmuyor.,Otuz altı parçadan oluşmuyor.,Yirmi dörtten fazla parçadan oluşmuyor.,"Yirmi dört parçadan oluşuyor, hatta otuz altı parçadan oluşuyor.","Yirmi dört parçadan oluşuyor, belki de otuz altı parçadan oluşuyor.",Yirmi dört parçadan oluşuyor ama otuz altı parçadan oluşmuyor.,"Otuz altı parçadan oluşmuyor, hatta yirmi dört parçadan bile oluşmuyor.","Otuz altı parçadan oluşmuyor, belki yirmi dört parçadan bile oluşmuyor.",Otuz altı parçadan oluşmuyor ama yirmi dört parçadan oluşuyor.,Yirmi dörtten az parçadan oluşuyor.,En fazla yirmi üç parçadan oluşuyor.,En az bir tane parçadan oluşuyor.
yirmi dört-otuz altı,Yirmi dört direk getirmişler.,Otuz altı direk getirmişler.,Yirmi dört direk getirmemişler.,Otuz altı direk getirmemişler.,Yirmi dörtten fazla direk getirmemişler.,"Yirmi dört direk getirmişler, hatta otuz altı direk getirmişler.","Yirmi dört direk getirmişler, belki de otuz altı direk getirmişler.",Yirmi dört direk getirmişler ama otuz altı direk getirmemişler.,"Otuz altı direk getirmemişler, hatta yirmi dört direk bile getirmemişler.","Otuz altı direk getirmemişler, belki yirmi dört direk bile getirmemişler.",Otuz altı direk getirmemişler ama yirmi dört direk getirmişler.,Yirmi dörtten az direk getirmişler.,En fazla yirmi üç direk getirmişler.,En az bir tane direk getirmişler.
yirmi dört-otuz altı,Kampanya yirmi dört reklamdan oluşuyor.,Kampanya otuz altı reklamdan oluşuyor.,Kampanya yirmi dört reklamdan oluşmuyor.,Kampanya otuz altı reklamdan oluşmuyor.,Kampanya yirmi dörtten fazla reklamdan oluşmuyor.,"Kampanya yirmi dört reklamdan oluşuyor, hatta otuz altı reklamdan oluşuyor.","Kampanya yirmi dört reklamdan oluşuyor, belki de otuz altı reklamdan oluşuyor.",Kampanya yirmi dört reklamdan oluşuyor ama otuz altı reklamdan oluşmuyor.,"Kampanya otuz altı reklamdan oluşmuyor, hatta yirmi dört reklamdan bile oluşmuyor.","Kampanya otuz altı reklamdan oluşmuyor, belki yirmi dört reklamdan bile oluşmuyor.",Kampanya otuz altı reklamdan oluşmuyor ama yirmi dört reklamdan oluşuyor.,Kampanya yirmi dörtten az reklamdan oluşuyor.,Kampanya en fazla yirmi üç reklamdan oluşuyor.,Kampanya en az bir tane reklamdan oluşuyor.
yirmi dört-otuz altı,Yirmi dört kilogram portakal evde.,Otuz altı kilogram portakal evde.,Yirmi dört kilogram portakal evde değil.,Otuz altı kilogram portakal evde değil.,Yirmi dörtten fazla kilogram portakal evde değil.,"Yirmi dört kilogram portakal evde, hatta otuz altı kilogram portakal evde.","Yirmi dört kilogram portakal evde, belki de otuz altı kilogram portakal evde.",Yirmi dört kilogram portakal evde ama otuz altı kilogram portakal evde değil.,"Otuz altı kilogram portakal evde değil, hatta yirmi dört kilogram portakal bile evde değil.","Otuz altı kilogram portakal evde değil, belki yirmi dört kilogram portakal bile evde değil.",Otuz altı kilogram portakal evde değil ama yirmi dört kilogram portakal evde.,Yirmi dörtten az kilogram portakal evde.,En fazla yirmi üç kilogram portakal evde.,En az bir tane kilogram portakal evde.
yirmi dört-otuz altı,Yirmi dört belgeyi kaybetmiş.,Otuz altı belgeyi kaybetmiş.,Yirmi dört belgeyi kaybetmemiş.,Otuz altı belgeyi kaybetmemiş.,Yirmi dörtten fazla belgeyi kaybetmemiş.,"Yirmi dört belgeyi kaybetmiş, hatta otuz altı belgeyi kaybetmiş.","Yirmi dört belgeyi kaybetmiş, belki de otuz altı belgeyi kaybetmiş.",Yirmi dört belgeyi kaybetmiş ama otuz altı belgeyi kaybetmemiş.,"Otuz altı belgeyi kaybetmemiş, hatta yirmi dört belgeyi bile kaybetmemiş.","Otuz altı belgeyi kaybetmemiş, belki yirmi dört belgeyi bile kaybetmemiş.",Otuz altı belgeyi kaybetmemiş ama yirmi dört belgeyi kaybetmiş.,Yirmi dörtten az belgeyi kaybetmiş.,En fazla yirmi üç belgeyi kaybetmiş.,En az bir tane belgeyi kaybetmiş.
yirmi dört-otuz altı,Yirmi dört çizgi saydım.,Otur altı çizgi saydım.,Yirmi dört çizgi saymadım.,Otur altı çizgi saymadım.,Yirmi dörtten fazla çizgi saymadım.,"Yirmi dört çizgi saydım, hatta otur altı çizgi saydım.","Yirmi dört çizgi saydım, belki de otur altı çizgi saydım.",Yirmi dört çizgi saydım ama otur altı çizgi saymadım.,"Otur altı çizgi saymadım, hatta yirmi dört çizgi bile saymadım.","Otur altı çizgi saymadım, belki yirmi dört çizgi bile saymadım.",Otur altı çizgi saymadım ama yirmi dört çizgi saydım.,Yirmi dörtten az çizgi saydım.,En fazla yirmi üç çizgi saydım.,En az bir tane çizgi saydım.
yirmi dört-otuz altı,Yirmi dört bayrak var.,Otuz altı bayrak var.,Yirmi dört bayrak yok.,Otuz altı bayrak yok.,Yirmi dörtten fazla bayrak yok.,"Yirmi dört bayrak var, hatta otuz altı bayrak var.","Yirmi dört bayrak var, belki de otuz altı bayrak var.",Yirmi dört bayrak var ama otuz altı bayrak yok.,"Otuz altı bayrak yok, hatta yirmi dört bayrak bile yok.","Otuz altı bayrak yok, belki yirmi dört bayrak bile yok.",Otuz altı bayrak yok ama yirmi dört bayrak var.,Yirmi dörtten az bayrak var.,En fazla yirmi üç bayrak var.,En az bir tane bayrak var.
yirmi dört-otuz altı,Yirmi dört hastaneye başvuru yapmış.,Otuz altı hastaneye başvuru yapmış.,Yirmi dört hastaneye başvuru yapmamış.,Otuz altı hastaneye başvuru yapmamış.,Yirmi dörtten fazla hastaneye başvuru yapmamış.,"Yirmi dört hastaneye başvuru yapmış, hatta otuz altı hastaneye başvuru yapmış.","Yirmi dört hastaneye başvuru yapmış, belki de otuz altı hastaneye başvuru yapmış.",Yirmi dört hastaneye başvuru yapmış ama otuz altı hastaneye başvuru yapmamış.,"Otuz altı hastaneye başvuru yapmamış, hatta yirmi dört hastaneye bile başvuru yapmamış.","Otuz altı hastaneye başvuru yapmamış, belki yirmi dört hastaneye bile başvuru yapmamış.",Otuz altı hastaneye başvuru yapmamış ama yirmi dört hastaneye başvuru yapmış.,Yirmi dörtten az hastaneye başvuru yapmış.,En fazla yirmi üç hastaneye başvuru yapmış.,En az bir tane hastaneye başvuru yapmış.
yirmi dört-otuz altı,Yirmi dört işten ret almış.,Otuz altı işten ret almış.,Yirmi dört işten ret almamış.,Otuz altı işten ret almamış.,Yirmi dörtten fazla işten ret almamış.,"Yirmi dört işten ret almış, hatta otuz altı işten ret almış.","Yirmi dört işten ret almış, belki de otuz altı işten ret almış.",Yirmi dört işten ret almış ama otuz altı işten ret almamış.,"Otuz altı işten ret almamış, hatta yirmi dört işten bile ret almamış.","Otuz altı işten ret almamış, belki yirmi dört işten bile ret almamış.",Otuz altı işten ret almamış ama yirmi dört işten ret almış.,Yirmi dörtten az işten ret almış.,En fazla yirmi üç işten ret almış.,En az bir tane işten ret almış.
yirmi dört-otuz altı,Yirmi dört hocasından onay almış.,Otuz altı hocasından onay almış.,Yirmi dört hocasından onay almamış.,Otuz altı hocasından onay almamış.,Yirmi dörtten fazla hocasından onay almamış.,"Yirmi dört hocasından onay almış, hatta otuz altı hocasından onay almış.","Yirmi dört hocasından onay almış, belki de otuz altı hocasından onay almış.",Yirmi dört hocasından onay almış ama otuz altı hocasından onay almamış.,"Otuz altı hocasından onay almamış, hatta yirmi dört hocasından bile onay almamış.","Otuz altı hocasından onay almamış, belki yirmi dört hocasından bile onay almamış.",Otuz altı hocasından onay almamış ama yirmi dört hocasından onay almış.,Yirmi dörtten az hocasından onay almış.,En fazla yirmi üç hocasından onay almış.,En az bir tane hocasından onay almış.
yirmi dört-otuz altı,Konser yirmi dört dakika sürmüş.,Konser otuz altı dakika sürmüş.,Konser yirmi dört dakika sürmemiş.,Konser otuz altı dakika sürmemiş.,Konser yirmi dörtten fazla dakika sürmemiş.,"Konser yirmi dört dakika sürmüş, hatta otuz altı dakika sürmüş.","Konser yirmi dört dakika sürmüş, belki de otuz altı dakika sürmüş.",Konser yirmi dört dakika sürmüş ama otuz altı dakika sürmemiş.,"Konser otuz altı dakika sürmemiş, hatta yirmi dört dakika bile sürmemiş.","Konser otuz altı dakika sürmemiş, belki yirmi dört dakika bile sürmemiş.",Konser otuz altı dakika sürmemiş ama yirmi dört dakika sürmüş.,Konser yirmi dörtten az dakika sürmüş.,En fazla yirmi üç dakika sürmüş.,En az bir tane dakika sürmüş.
yirmi dört-otuz altı,Sınavı yirmi dört dakikada bitirmiş.,Sınavı otuz altı dakikada bitirmiş.,Sınavı yirmi dört dakikada bitirmemiş.,Sınavı otuz altı dakikada bitirmemiş.,Sınavı yirmi dörtten fazla dakikada bitirmemiş.,"Sınavı yirmi dört dakikada bitirmiş, hatta otuz altı dakikada bitirmiş.","Sınavı yirmi dört dakikada bitirmiş, belki de otuz altı dakikada bitirmiş.",Sınavı yirmi dört dakikada bitirmiş ama otuz altı dakikada bitirmemiş.,"Sınavı otuz altı dakikada bitirmemiş, hatta yirmi dört dakikada bile bitirmemiş.","Sınavı otuz altı dakikada bitirmemiş, belki yirmi dört dakikada bile bitirmemiş.",Sınavı otuz altı dakikada bitirmemiş ama yirmi dört dakikada bitirmiş.,Sınavı yirmi dörtten az dakikada bitirmiş.,En fazla yirmi üç dakikada bitirmiş.,En az bir tane dakikada bitirmiş.
yirmi dört-otuz altı,Yirmi dört kahve denedik.,Otuz altı kahve denedik.,Yirmi dört kahve denemedik.,Otuz altı kahve denemedik.,Yirmi dörtten fazla kahve denemedik.,"Yirmi dört kahve denedik, hatta otuz altı kahve denedik.","Yirmi dört kahve denedik, belki de otuz altı kahve denedik.",Yirmi dört kahve denedik ama otuz altı kahve denemedik.,"Otuz altı kahve denemedik, hatta yirmi dört kahve bile denemedik.","Otuz altı kahve denemedik, belki yirmi dört kahve bile denemedik.",Otuz altı kahve denemedik ama yirmi dört kahve denedik.,Yirmi dörtten az kahve denedik.,En fazla yirmi üç kahve denedik.,En az bir tane kahve denedik.
yirmi dört-otuz altı,Yirmi dört oyuncu gelecek.,Otuz altı oyuncu gelecek.,Yirmi dört oyuncu gelmeyecek.,Otuz altı oyuncu gelmeyecek.,Yirmi dörtten fazla oyuncu gelmeyecek.,"Yirmi dört oyuncu gelecek, hatta otuz altı oyuncu gelecek.","Yirmi dört oyuncu gelecek, belki de otuz altı oyuncu gelecek.",Yirmi dört oyuncu gelecek ama otuz altı oyuncu gelmeyecek.,"Otuz altı oyuncu gelmeyecek, hatta yirmi dört oyuncu bile gelmeyecek.","Otuz altı oyuncu gelmeyecek, belki yirmi dört oyuncu bile gelmeyecek.",Otuz altı oyuncu gelmeyecek ama yirmi dört oyuncu gelecek.,Yirmi dörtten az oyuncu gelecek.,En fazla yirmi üç oyuncu gelecek.,En az bir tane oyuncu gelecek.
yirmi dört-otuz altı,Hastanede yirmi dört doktor saydım.,Hastanede otuz altı doktor saydım.,Hastanede yirmi dört doktor saymadım.,Hastanede otuz altı doktor saymadım.,Hastanede yirmi dörtten fazla doktor saymadım.,"Hastanede yirmi dört doktor saydım, hatta otuz altı doktor saydım.","Hastanede yirmi dört doktor saydım, belki de otuz altı doktor saydım.",Hastanede yirmi dört doktor saydım ama otuz altı doktor saymadım.,"Hastanede otuz altı doktor saymadım, hatta yirmi dört doktor bile saymadım.","Hastanede otuz altı doktor saymadım, belki yirmi dört doktor bile saymadım.",Hastanede otuz altı doktor saymadım ama yirmi dört doktor saydım.,Hastanede yirmi dörtten az doktor saydım.,En fazla yirmi üç doktor saydım.,En az bir tane doktor saydım.
yirmi dört-otuz altı,Yirmi dört görevli buraya geldi.,Otur altı görevli buraya geldi.,Yirmi dört görevli buraya gelmedi.,Otur altı görevli buraya gelmedi.,Yirmi dörtten fazla görevli buraya gelmedi.,"Yirmi dört görevli buraya geldi, hatta otur altı görevli buraya geldi.","Yirmi dört görevli buraya geldi, belki de otur altı görevli buraya geldi.",Yirmi dört görevli buraya geldi ama otur altı görevli buraya gelmedi.,"Otur altı görevli buraya gelmedi, hatta yirmi dört görevli bile buraya gelmedi.","Otur altı görevli buraya gelmedi, belki yirmi dört görevli bile buraya gelmedi.",Otur altı görevli buraya gelmedi ama yirmi dört görevli buraya geldi.,Yirmi dörtten az görevli buraya geldi.,En fazla yirmi üç görevli buraya geldi.,En az bir tane görevli buraya geldi.
yirmi dört-otuz altı,Yirmi dört defa topa vurdu.,Otuz altı defa topa vurdu.,Yirmi dört defa topa vurmadı.,Otuz altı defa topa vurmadı.,Yirmi dörtten fazla defa topa vurmadı.,"Yirmi dört defa topa vurdu, hatta otuz altı defa topa vurdu.","Yirmi dört defa topa vurdu, belki de otuz altı defa topa vurdu.",Yirmi dört defa topa vurdu ama otuz altı defa topa vurmadı.,"Otuz altı defa topa vurmadı, hatta yirmi dört defa bile topa vurmadı.","Otuz altı defa topa vurmadı, belki yirmi dört defa bile topa vurmadı.",Otuz altı defa topa vurmadı ama yirmi dört defa topa vurdu.,Yirmi dörtten az defa topa vurdu.,En fazla yirmi üç defa topa vurdu.,En az bir defa topa vurdu.
yirmi dört-otuz altı,Yirmi dört liderle tanıştım.,Otuz altı liderle tanıştım.,Yirmi dört liderle tanışmadım.,Otuz altı liderle tanışmadım.,Yirmi dörtten fazla liderle tanışmadım.,"Yirmi dört liderle tanıştım, hatta otuz altı liderle tanıştım.","Yirmi dört liderle tanıştım, belki de otuz altı liderle tanıştım.",Yirmi dört liderle tanıştım ama otuz altı liderle tanışmadım.,"Otuz altı liderle tanışmadım, hatta yirmi dört liderle bile tanışmadım.","Otuz altı liderle tanışmadım, belki yirmi dört liderle bile tanışmadım.",Otuz altı liderle tanışmadım ama yirmi dört liderle tanıştım.,Yirmi dörtten az liderle tanıştım.,En fazla yirmi üç liderle tanıştım.,En az bir tane liderle tanıştım.
yirmi dört-otuz altı,Geçmişinde yirmi dört referansı varmış.,Geçmişinde otuz altı referansı varmış.,Geçmişinde yirmi dört referansı yokmuş.,Geçmişinde otuz altı referansı yokmuş.,Geçmişinde yirmi dörtten fazla referansı yokmuş.,"Geçmişinde yirmi dört referansı varmış, hatta otuz altı referansı varmış.","Geçmişinde yirmi dört referansı varmış, belki de otuz altı referansı varmış.",Geçmişinde yirmi dört referansı varmış ama otuz altı referansı yokmuş.,"Geçmişinde otuz altı referansı yokmuş, hatta yirmi dört referansı bile yokmuş.","Geçmişinde otuz altı referansı yokmuş, belki yirmi dört referansı bile yokmuş.",Geçmişinde otuz altı referansı yokmuş ama yirmi dört referansı varmış.,Geçmişinde yirmi dörtten az referansı varmış.,Geçmişinde en fazla yirmi üç referansı varmış.,Geçmişinde en az bir tane referansı varmış.
yirmi dört-otuz altı,Müzesinde yirmi dört büst saklıyor.,Müzesinde otuz altı büst saklıyor.,Müzesinde yirmi dört büst saklamıyor.,Müzesinde otuz altı büst saklamıyor.,Müzesinde yirmi dörtten fazla büst saklamıyor.,"Müzesinde yirmi dört büst saklıyor, hatta otuz altı büst saklıyor.","Müzesinde yirmi dört büst saklıyor, belki de otuz altı büst saklıyor.",Müzesinde yirmi dört büst saklıyor ama otuz altı büst saklamıyor.,"Müzesinde otuz altı büst saklamıyor, hatta yirmi dört büst bile saklamıyor.","Müzesinde otuz altı büst saklamıyor, belki yirmi dört büst bile saklamıyor.",Müzesinde otuz altı büst saklamıyor ama yirmi dört büst saklıyor.,Müzesinde yirmi dörtten az büst saklıyor.,Müzesinde en fazla yirmi üç büst saklıyor.,Müzesinde en az bir tane büst saklıyor.
yirmi dört-otuz altı,Ortağıyla yirmi dört şirketi var.,Ortağıyla otuz altı şirketi var.,Ortağıyla yirmi dört şirketi yok.,Ortağıyla otuz altı şirketi yok.,Ortağıyla yirmi dörtten fazla şirketi yok.,"Ortağıyla yirmi dört şirketi var, hatta otuz altı şirketi var.","Ortağıyla yirmi dört şirketi var, belki de otuz altı şirketi var.",Ortağıyla yirmi dört şirketi var ama otuz altı şirketi yok.,"Ortağıyla otuz altı şirketi yok, hatta yirmi dört şirketi bile yok.","Ortağıyla otuz altı şirketi yok, belki yirmi dört şirketi bile yok.",Ortağıyla otuz altı şirketi yok ama yirmi dört şirketi var.,Ortağıyla yirmi dörtten az şirketi var.,Ortağıyla en fazla yirmi üç şirketi var.,Ortağıyla en az bir tane şirketi var.
yirmi dört-otuz altı,Moduna uygun yirmi dört şarkı var.,Moduna uygun otuz altı şarkı var.,Moduna uygun yirmi dört şarkı yok.,Moduna uygun otuz altı şarkı yok.,Moduna uygun yirmi dörtten fazla şarkı yok.,"Moduna uygun yirmi dört şarkı var, hatta otuz altı şarkı var.","Moduna uygun yirmi dört şarkı var, belki de otuz altı şarkı var.",Moduna uygun yirmi dört şarkı var ama otuz altı şarkı yok.,"Moduna uygun otuz altı şarkı yok, hatta yirmi dört şarkı bile yok.","Moduna uygun otuz altı şarkı yok, belki yirmi dört şarkı bile yok.",Moduna uygun otuz altı şarkı yok ama yirmi dört şarkı var.,Moduna uygun yirmi dörtten az şarkı var.,Moduna uygun en fazla yirmi üç şarkı var.,Moduna uygun en az bir tane şarkı var.
yirmi dört-otuz altı,Listemde yirmi dört klasik şarkı var.,Listemde otuz altı klasik şarkı var.,Listemde yirmi dört klasik şarkı yok.,Listemde otuz altı klasik şarkı yok.,Listemde yirmi dörtten fazla klasik şarkı yok.,"Listemde yirmi dört klasik şarkı var, hatta otuz altı klasik şarkı var.","Listemde yirmi dört klasik şarkı var, belki de otuz altı klasik şarkı var.",Listemde yirmi dört klasik şarkı var ama otuz altı klasik şarkı yok.,"Listemde otuz altı klasik şarkı yok, hatta yirmi dört klasik şarkı bile yok.","Listemde otuz altı klasik şarkı yok, belki yirmi dört klasik şarkı bile yok.",Listemde otuz altı klasik şarkı yok ama yirmi dört klasik şarkı var.,Listemde yirmi dörtten az klasik şarkı var.,Listemde en fazla yirmi üç klasik şarkı var.,Listemde en az bir tane klasik şarkı var.
yirmi dört-otuz altı,Renklerinde yirmi dört palet var.,Renklerinde otuz altı palet var.,Renklerinde yirmi dört palet yok.,Renklerinde otuz altı palet yok.,Renklerinde yirmi dörtten fazla palet yok.,"Renklerinde yirmi dört palet var, hatta otuz altı palet var.","Renklerinde yirmi dört palet var, belki de otuz altı palet var.",Renklerinde yirmi dört palet var ama otuz altı palet yok.,"Renklerinde otuz altı palet yok, hatta yirmi dört palet bile yok.","Renklerinde otuz altı palet yok, belki yirmi dört palet bile yok.",Renklerinde otuz altı palet yok ama yirmi dört palet var.,Renklerinde yirmi dörtten az palet var.,Renklerinde en fazla yirmi üç palet var.,Renklerinde en az bir tane palet var.
yirmi dört-otuz altı,Askıda yirmi dört elbise var.,Askıda otuz altı elbise var.,Askıda yirmi dört elbise yok.,Askıda otuz altı elbise yok.,Askıda yirmi dörtten fazla elbise yok.,"Askıda yirmi dört elbise var, hatta otuz altı elbise var.","Askıda yirmi dört elbise var, belki de otuz altı elbise var.",Askıda yirmi dört elbise var ama otuz altı elbise yok.,"Askıda otuz altı elbise yok, hatta yirmi dört elbise bile yok.","Askıda otuz altı elbise yok, belki yirmi dört elbise bile yok.",Askıda otuz altı elbise yok ama yirmi dört elbise var.,Askıda yirmi dörtten az elbise var.,Askıda en fazla yirmi üç elbise var.,Askıda en az bir tane elbise var.
yirmi dört-otuz altı,Özel okulun yirmi dört güvenlik görevlisi var.,Özel okulun otuz altı güvenlik görevlisi var.,Özel okulun yirmi dört güvenlik görevlisi yok.,Özel okulun otuz altı güvenlik görevlisi yok.,Özel okulun yirmi dörtten fazla güvenlik görevlisi yok.,"Özel okulun yirmi dört güvenlik görevlisi var, hatta otuz altı güvenlik görevlisi var.","Özel okulun yirmi dört güvenlik görevlisi var, belki de otuz altı güvenlik görevlisi var.",Özel okulun yirmi dört güvenlik görevlisi var ama otuz altı güvenlik görevlisi yok.,"Özel okulun otuz altı güvenlik görevlisi yok, hatta yirmi dört güvenlik görevlisi bile yok.","Özel okulun otuz altı güvenlik görevlisi yok, belki yirmi dört güvenlik görevlisi bile yok.",Özel okulun otuz altı güvenlik görevlisi yok ama yirmi dört güvenlik görevlisi var.,Özel okulun yirmi dörtten az güvenlik görevlisi var.,Özel okulun en fazla yirmi üç güvenlik görevlisi var.,Özel okulun en az bir tane güvenlik görevlisi var.
yirmi dört-otuz altı,İçeriğinde yirmi dört tema gözüme çarptı.,İçeriğinde otuz altı tema gözüme çarptı.,İçeriğinde yirmi dört tema gözüme çarpmadı.,İçeriğinde otuz altı tema gözüme çarpmadı.,İçeriğinde yirmi dörtten fazla tema gözüme çarpmadı.,"İçeriğinde yirmi dört tema gözüme çarptı, hatta otuz altı tema gözüme çarptı.","İçeriğinde yirmi dört tema gözüme çarptı, belki de otuz altı tema gözüme çarptı.",İçeriğinde yirmi dört tema gözüme çarptı ama otuz altı tema gözüme çarpmadı.,"İçeriğinde otuz altı tema gözüme çarpmadı, hatta yirmi dört tema bile gözüme çarpmadı.","İçeriğinde otuz altı tema gözüme çarpmadı, belki yirmi dört tema bile gözüme çarpmadı.",İçeriğinde otuz altı tema gözüme çarpmadı ama yirmi dört tema gözüme çarptı.,İçeriğinde yirmi dörtten az tema gözüme çarptı.,İçeriğinde en fazla yirmi üç tema gözüme çarptı.,İçeriğinde en az bir tane tema gözüme çarptı.
yirmi dört-otuz altı,Mühendislik fakültesinde yirmi dört öğrenci var.,Mühendislik fakültesinde otuz altı öğrenci var.,Mühendislik fakültesinde yirmi dört öğrenci yok.,Mühendislik fakültesinde otuz altı öğrenci yok.,Mühendislik fakültesinde yirmi dörtten fazla öğrenci yok.,"Mühendislik fakültesinde yirmi dört öğrenci var, hatta otuz altı öğrenci var.","Mühendislik fakültesinde yirmi dört öğrenci var, belki de otuz altı öğrenci var.",Mühendislik fakültesinde yirmi dört öğrenci var ama otuz altı öğrenci yok.,"Mühendislik fakültesinde otuz altı öğrenci yok, hatta yirmi dört öğrenci bile yok.","Mühendislik fakültesinde otuz altı öğrenci yok, belki yirmi dört öğrenci bile yok.",Mühendislik fakültesinde otuz altı öğrenci yok ama yirmi dört öğrenci var.,Mühendislik fakültesinde yirmi dörtten az öğrenci var.,Mühendislik fakültesinde en fazla yirmi üç öğrenci var.,Mühendislik fakültesinde en az bir tane öğrenci var.
yirmi dört-otuz altı,Anasınıfında yirmi dört çocuk var.,Anasınıfında otuz altı çocuk var.,Anasınıfında yirmi dört çocuk yok.,Anasınıfında otuz altı çocuk yok.,Anasınıfında yirmi dörtten fazla çocuk yok.,"Anasınıfında yirmi dört çocuk var, hatta otuz altı çocuk var.","Anasınıfında yirmi dört çocuk var, belki de otuz altı çocuk var.",Anasınıfında yirmi dört çocuk var ama otuz altı çocuk yok.,"Anasınıfında otuz altı çocuk yok, hatta yirmi dört çocuk bile yok.","Anasınıfında otuz altı çocuk yok, belki yirmi dört çocuk bile yok.",Anasınıfında otuz altı çocuk yok ama yirmi dört çocuk var.,Anasınıfında yirmi dörtten az çocuk var.,Anasınıfında en fazla yirmi üç çocuk var.,Anasınıfında en az bir tane çocuk var.
yirmi dört-otuz altı,Yetkili yirmi dört kişi istifa etti.,Yetkili otuz altı kişi istifa etti.,Yetkili yirmi dört kişi istifa etmedi.,Yetkili otuz altı kişi istifa etmedi.,Yetkili yirmi dörtten fazla kişi istifa etmedi.,"Yetkili yirmi dört kişi istifa etti, hatta otuz altı kişi istifa etti.","Yetkili yirmi dört kişi istifa etti, belki de otuz altı kişi istifa etti.",Yetkili yirmi dört kişi istifa etti ama otuz altı kişi istifa etmedi.,"Yetkili otuz altı kişi istifa etmedi, hatta yirmi dört kişi bile istifa etmedi.","Yetkili otuz altı kişi istifa etmedi, belki yirmi dört kişi bile istifa etmedi.",Yetkili otuz altı kişi istifa etmedi ama yirmi dört kişi istifa etti.,Yetkili yirmi dörtten az kişi istifa etti.,Yetkili en fazla yirmi üç kişi istifa etti.,Yetkili en az bir tane kişi istifa etti.
yirmi dört-otuz altı,Buradaki yirmi dört organizasyon eski.,Buradaki otuz altı organizasyon eski.,Buradaki yirmi dört organizasyon eski değil.,Buradaki otuz altı organizasyon eski değil.,Buradaki yirmi dörtten fazla organizasyon eski değil.,"Buradaki yirmi dört organizasyon eski, hatta otuz altı organizasyon eski.","Buradaki yirmi dört organizasyon eski, belki de otuz altı organizasyon eski.",Buradaki yirmi dört organizasyon eski ama otuz altı organizasyon eski değil.,"Buradaki otuz altı organizasyon eski değil, hatta yirmi dört organizasyon bile eski değil.","Buradaki otuz altı organizasyon eski değil, belki yirmi dört organizasyon bile eski değil.",Buradaki otuz altı organizasyon eski değil ama yirmi dört organizasyon eski.,Buradaki yirmi dörtten az organizasyon eski değil.,Buradaki en fazla yirmi üç organizasyon eski değil.,Buradaki en az bir tane organizasyon eski değil.
yirmi dört-otuz altı,Yolculuk yirmi dört saat sürmüş.,Yolculuk otuz altı saat sürmüş.,Yolculuk yirmi dört saat sürmemiş.,Yolculuk otuz altı saat sürmemiş.,Yolculuk yirmi dörtten fazla saat sürmemiş.,"Yolculuk yirmi dört saat sürmüş, hatta otuz altı saat sürmüş.","Yolculuk yirmi dört saat sürmüş, belki de otuz altı saat sürmüş.",Yolculuk yirmi dört saat sürmüş ama otuz altı saat sürmemiş.,"Yolculuk otuz altı saat sürmemiş, hatta yirmi dört saat bile sürmemiş.","Yolculuk otuz altı saat sürmemiş, belki yirmi dört saat bile sürmemiş.",Yolculuk otuz altı saat sürmemiş ama yirmi dört saat sürmüş.,Yolculuk yirmi dörtten az saat sürmüş.,En fazla yirmi üç saat sürmüş.,En az bir tane saat sürmüş.
yirmi dört-otuz altı,Hizmetlerinizi yirmi dört kişiden duyduk.,Hizmetlerinizi otuz altı kişiden duyduk.,Hizmetlerinizi yirmi dört kişiden duymadık.,Hizmetlerinizi otuz altı kişiden duymadık.,Hizmetlerinizi yirmi dörtten fazla kişiden duymadık.,"Hizmetlerinizi yirmi dört kişiden duyduk, hatta otuz altı kişiden duyduk.","Hizmetlerinizi yirmi dört kişiden duyduk, belki de otuz altı kişiden duyduk.",Hizmetlerinizi yirmi dört kişiden duyduk ama otuz altı kişiden duymadık.,"Hizmetlerinizi otuz altı kişiden duymadık, hatta yirmi dört kişiden bile duymadık.","Hizmetlerinizi otuz altı kişiden duymadık, belki yirmi dört kişiden bile duymadık.",Hizmetlerinizi otuz altı kişiden duymadık ama yirmi dört kişiden duyduk.,Hizmetlerinizi yirmi dörtten az kişiden duyduk.,En fazla yirmi üç kişiden duyduk.,En az bir tane kişiden duyduk.
