ling_category,set_n,sentence_n,scale,premise,hypothesis,category,label
6,39,9,on beş-yirmi-par-c,Aile üyelerinin on beşi yurtdışında değil.,Aile üyelerinin on beşinden azı yurtdışında.,neutral,1
6,39,10,on beş-yirmi-par-c,Aile üyelerinin on beşi yurtdışında değil.,Aile üyelerinin en fazla on dördü yurtdışında.,neutral,1
6,39,11,on beş-yirmi-par-c,Aile üyelerinin on beşi yurtdışında değil.,Aile üyelerinin en az biri yurtdışında.,implicature,3
6,40,1,on beş-yirmi-par-n,Yastıklardan on beşini götürdü.,Yastıklardan yirmi tanesini götürmedi.,neutral,1
6,40,2,on beş-yirmi-par-n,Yastıklardan on beşten fazlasını götürmedi.,Yastıklardan on beşini götürdü.,neutral,1
6,40,3,on beş-yirmi-par-n,Yastıklardan on beşini götürmedi.,Yastıklardan yirmi tanesini götürmedi.,neutral,1
6,40,4,on beş-yirmi-par-n,Yastıklardan yirmi tanesini götürdü.,Yastıklardan on beşini götürdü.,entailment,0
6,40,5,on beş-yirmi-par-n,Yastıklardan yirmi tanesini götürmedi.,Yastıklardan on beşini götürmedi.,neutral,1
6,40,6,on beş-yirmi-par-n,Yastıklardan on beşini götürdü.,Yastıklardan yirmi tanesini götürdü.,neutral,1
6,40,7,on beş-yirmi-par-n,Yastıklardan yirmi tanesini götürdü.,Yastıklardan on beşini götürmedi.,neutral,1
6,40,8,on beş-yirmi-par-n,Yastıklardan on beşini götürmedi.,Yastıklardan yirmi tanesini götürdü.,neutral,1
6,40,9,on beş-yirmi-par-c,Yastıklardan on beşini götürmedi.,Yastıklardan on beşinden azını götürdü.,neutral,1
6,40,10,on beş-yirmi-par-c,Yastıklardan on beşini götürmedi.,Yastıklardan en fazla on dördünü götürdü.,neutral,1
6,40,11,on beş-yirmi-par-c,Yastıklardan on beşini götürmedi.,Yastıklardan en az bir tanesini götürdü.,implicature,3
6,41,1,on yedi-yirmi dokuz-par-n,Sandalyelerin on yedisi kırık.,Sandalyelerin yirmi dokuzu kırık değil.,neutral,1
6,41,2,on yedi-yirmi dokuz-par-n,Sandalyelerin on yedisinden fazlası kırık değil.,Sandalyelerin on yedisi kırık.,neutral,1
6,41,3,on yedi-yirmi dokuz-par-n,Sandalyelerin on yedisi kırık değil.,Sandalyelerin yirmi dokuzu kırık değil.,neutral,1
6,41,4,on yedi-yirmi dokuz-par-n,Sandalyelerin yirmi dokuzu kırık.,Sandalyelerin on yedisi kırık.,entailment,0
6,41,5,on yedi-yirmi dokuz-par-n,Sandalyelerin yirmi dokuzu kırık değil.,Sandalyelerin on yedisi kırık değil.,neutral,1
6,41,6,on yedi-yirmi dokuz-par-n,Sandalyelerin on yedisi kırık.,Sandalyelerin yirmi dokuzu kırık.,neutral,1
6,41,7,on yedi-yirmi dokuz-par-n,Sandalyelerin yirmi dokuzu kırık.,Sandalyelerin on yedisi kırık değil.,neutral,1
6,41,8,on yedi-yirmi dokuz-par-n,Sandalyelerin on yedisi kırık değil.,Sandalyelerin yirmi dokuzu kırık.,neutral,1
6,41,9,on yedi-yirmi dokuz-par-c,Sandalyelerin on yedisi kırık değil.,Sandalyelerin on yedisinden azı kırık.,neutral,1
6,41,10,on yedi-yirmi dokuz-par-c,Sandalyelerin on yedisi kırık değil.,Sandalyelerin en fazla on altısı kırık.,neutral,1
6,41,11,on yedi-yirmi dokuz-par-c,Sandalyelerin on yedisi kırık değil.,Sandalyelerin en az biri kırık.,implicature,3
6,42,1,on yedi-yirmi dokuz-par-n,Kutuların on yedisi boş.,Kutuların yirmi dokuzu boş değil.,neutral,1
6,42,2,on yedi-yirmi dokuz-par-n,Kutuların on yedisinden fazlası boş değil.,Kutuların on yedisi boş.,neutral,1
6,42,3,on yedi-yirmi dokuz-par-n,Kutuların on yedisi boş değil.,Kutuların yirmi dokuzu boş değil.,neutral,1
6,42,4,on yedi-yirmi dokuz-par-n,Kutuların yirmi dokuzu boş.,Kutuların on yedisi boş.,entailment,0
6,42,5,on yedi-yirmi dokuz-par-n,Kutuların yirmi dokuzu boş değil.,Kutuların on yedisi boş değil.,neutral,1
6,42,6,on yedi-yirmi dokuz-par-n,Kutuların on yedisi boş.,Kutuların yirmi dokuzu boş.,neutral,1
6,42,7,on yedi-yirmi dokuz-par-n,Kutuların yirmi dokuzu boş.,Kutuların on yedisi boş değil.,neutral,1
6,42,8,on yedi-yirmi dokuz-par-n,Kutuların on yedisi boş değil.,Kutuların yirmi dokuzu boş.,neutral,1
6,42,9,on yedi-yirmi dokuz-par-c,Kutuların on yedisi boş değil.,Kutuların on yedisinden azı boş.,neutral,1
6,42,10,on yedi-yirmi dokuz-par-c,Kutuların on yedisi boş değil.,Kutuların en fazla on altısı boş.,neutral,1
6,42,11,on yedi-yirmi dokuz-par-c,Kutuların on yedisi boş değil.,Kutuların en az biri boş.,implicature,3
6,43,1,on yedi-yirmi dokuz-par-n,Köpeklerin on yedisi sokakta.,Köpeklerin yirmi dokuzu sokakta değil.,neutral,1
6,43,2,on yedi-yirmi dokuz-par-n,Köpeklerin on yedisinden fazlası sokakta değil.,Köpeklerin on yedisi sokakta.,neutral,1
6,43,3,on yedi-yirmi dokuz-par-n,Köpeklerin on yedisi sokakta değil.,Köpeklerin yirmi dokuzu sokakta değil.,neutral,1
6,43,4,on yedi-yirmi dokuz-par-n,Köpeklerin yirmi dokuzu sokakta.,Köpeklerin on yedisi sokakta.,entailment,0
6,43,5,on yedi-yirmi dokuz-par-n,Köpeklerin yirmi dokuzu sokakta değil.,Köpeklerin on yedisi sokakta değil.,neutral,1
6,43,6,on yedi-yirmi dokuz-par-n,Köpeklerin on yedisi sokakta.,Köpeklerin yirmi dokuzu sokakta.,neutral,1
6,43,7,on yedi-yirmi dokuz-par-n,Köpeklerin yirmi dokuzu sokakta.,Köpeklerin on yedisi sokakta değil.,neutral,1
6,43,8,on yedi-yirmi dokuz-par-n,Köpeklerin on yedisi sokakta değil.,Köpeklerin yirmi dokuzu sokakta.,neutral,1
6,43,9,on yedi-yirmi dokuz-par-c,Köpeklerin on yedisi sokakta değil.,Köpeklerin on yedisinden azı sokakta.,neutral,1
6,43,10,on yedi-yirmi dokuz-par-c,Köpeklerin on yedisi sokakta değil.,Köpeklerin en fazla on altısı sokakta.,neutral,1
6,43,11,on yedi-yirmi dokuz-par-c,Köpeklerin on yedisi sokakta değil.,Köpeklerin en az biri sokakta.,implicature,3
6,44,1,on yedi-yirmi dokuz-par-n,Kadınlardan on yedisi çalışıyor.,Kadınlardan yirmi dokuzu çalışmıyor.,neutral,1
6,44,2,on yedi-yirmi dokuz-par-n,Kadınlardan on yedisinden fazlası çalışmıyor.,Kadınlardan on yedisi çalışıyor.,neutral,1
6,44,3,on yedi-yirmi dokuz-par-n,Kadınlardan on yedisi çalışmıyor.,Kadınlardan yirmi dokuzu çalışmıyor.,neutral,1
6,44,4,on yedi-yirmi dokuz-par-n,Kadınlardan yirmi dokuzu çalışıyor.,Kadınlardan on yedisi çalışıyor.,entailment,0
6,44,5,on yedi-yirmi dokuz-par-n,Kadınlardan yirmi dokuzu çalışmıyor.,Kadınlardan on yedisi çalışmıyor.,neutral,1
6,44,6,on yedi-yirmi dokuz-par-n,Kadınlardan on yedisi çalışıyor.,Kadınlardan yirmi dokuzu çalışıyor.,neutral,1
6,44,7,on yedi-yirmi dokuz-par-n,Kadınlardan yirmi dokuzu çalışıyor.,Kadınlardan on yedisi çalışmıyor.,neutral,1
6,44,8,on yedi-yirmi dokuz-par-n,Kadınlardan on yedisi çalışmıyor.,Kadınlardan yirmi dokuzu çalışıyor.,neutral,1
6,44,9,on yedi-yirmi dokuz-par-c,Kadınlardan on yedisi çalışmıyor.,Kadınlardan on yedisinden azı çalışıyor.,neutral,1
6,44,10,on yedi-yirmi dokuz-par-c,Kadınlardan on yedisi çalışmıyor.,Kadınlardan en fazla on altısı çalışıyor.,neutral,1
6,44,11,on yedi-yirmi dokuz-par-c,Kadınlardan on yedisi çalışmıyor.,Kadınlardan en az biri çalışıyor.,implicature,3
6,45,1,on yedi-yirmi dokuz-par-n,Kurulun on yedi üyesi burada.,Kurulun yirmi dokuz üyesi burada değil.,neutral,1
6,45,2,on yedi-yirmi dokuz-par-n,Kurulun on yediden fazla üyesi burada değil.,Kurulun on yedi üyesi burada.,neutral,1
6,45,3,on yedi-yirmi dokuz-par-n,Kurulun on yedi üyesi burada değil.,Kurulun yirmi dokuz üyesi burada değil.,neutral,1
6,45,4,on yedi-yirmi dokuz-par-n,Kurulun yirmi dokuz üyesi burada.,Kurulun on yedi üyesi burada.,entailment,0
6,45,5,on yedi-yirmi dokuz-par-n,Kurulun yirmi dokuz üyesi burada değil.,Kurulun on yedi üyesi burada değil.,neutral,1
6,45,6,on yedi-yirmi dokuz-par-n,Kurulun on yedi üyesi burada.,Kurulun yirmi dokuz üyesi burada.,neutral,1
6,45,7,on yedi-yirmi dokuz-par-n,Kurulun yirmi dokuz üyesi burada.,Kurulun on yedi üyesi burada değil.,neutral,1
6,45,8,on yedi-yirmi dokuz-par-n,Kurulun on yedi üyesi burada değil.,Kurulun yirmi dokuz üyesi burada.,neutral,1
6,45,9,on yedi-yirmi dokuz-par-c,Kurulun on yedi üyesi burada değil.,Kurulun on yediden azı burada.,neutral,1
6,45,10,on yedi-yirmi dokuz-par-c,Kurulun on yedi üyesi burada değil.,Kurulun en fazla on altısı burada.,neutral,1
6,45,11,on yedi-yirmi dokuz-par-c,Kurulun on yedi üyesi burada değil.,Kurulun en az biri burada.,implicature,3
6,46,1,on yedi-yirmi dokuz-par-n,Bisikletlerin on yedisi kırık.,Bisikletlerin yirmi dokuzu kırık değil.,neutral,1
6,46,2,on yedi-yirmi dokuz-par-n,Bisikletlerin on yediden fazlası kırık değil.,Bisikletlerin on yedisi kırık.,neutral,1
6,46,3,on yedi-yirmi dokuz-par-n,Bisikletlerin on yedisi kırık değil.,Bisikletlerin yirmi dokuzu kırık değil.,neutral,1
6,46,4,on yedi-yirmi dokuz-par-n,Bisikletlerin yirmi dokuzu kırık.,Bisikletlerin on yedisi kırık.,entailment,0
6,46,5,on yedi-yirmi dokuz-par-n,Bisikletlerin yirmi dokuzu kırık değil.,Bisikletlerin on yedisi kırık değil.,neutral,1
6,46,6,on yedi-yirmi dokuz-par-n,Bisikletlerin on yedisi kırık.,Bisikletlerin yirmi dokuzu kırık.,neutral,1
6,46,7,on yedi-yirmi dokuz-par-n,Bisikletlerin yirmi dokuzu kırık.,Bisikletlerin on yedisi kırık değil.,neutral,1
6,46,8,on yedi-yirmi dokuz-par-n,Bisikletlerin on yedisi kırık değil.,Bisikletlerin yirmi dokuzu kırık.,neutral,1
6,46,9,on yedi-yirmi dokuz-par-c,Bisikletlerin on yedisi kırık değil.,Bisikletlerin on yediden azı kırık.,neutral,1
6,46,10,on yedi-yirmi dokuz-par-c,Bisikletlerin on yedisi kırık değil.,Bisikletlerin en fazla on altısı kırık.,neutral,1
6,46,11,on yedi-yirmi dokuz-par-c,Bisikletlerin on yedisi kırık değil.,Bisikletlerin en az biri kırık.,implicature,3
6,47,1,on yedi-yirmi dokuz-par-n,Binanın on yedi katını kiraya vermiş.,Binanın yirmi dokuz katını kiraya vermemiş.,neutral,1
6,47,2,on yedi-yirmi dokuz-par-n,Binanın on yediden fazla katını kiraya vermemiş.,Binanın on yedi katını kiraya vermiş.,neutral,1
6,47,3,on yedi-yirmi dokuz-par-n,Binanın on yedi katını kiraya vermemiş.,Binanın yirmi dokuz katını kiraya vermemiş.,neutral,1
6,47,4,on yedi-yirmi dokuz-par-n,Binanın yirmi dokuz katını kiraya vermiş.,Binanın on yedi katını kiraya vermiş.,entailment,0
6,47,5,on yedi-yirmi dokuz-par-n,Binanın yirmi dokuz katını kiraya vermemiş.,Binanın on yedi katını kiraya vermemiş.,neutral,1
6,47,6,on yedi-yirmi dokuz-par-n,Binanın on yedi katını kiraya vermiş.,Binanın yirmi dokuz katını kiraya vermiş.,neutral,1
6,47,7,on yedi-yirmi dokuz-par-n,Binanın yirmi dokuz katını kiraya vermiş.,Binanın on yedi katını kiraya vermemiş.,neutral,1
6,47,8,on yedi-yirmi dokuz-par-n,Binanın on yedi katını kiraya vermemiş.,Binanın yirmi dokuz katını kiraya vermiş.,neutral,1
6,47,9,on yedi-yirmi dokuz-par-c,Binanın on yedi katını kiraya vermemiş.,Binanın on yedi kattan azını kiraya vermiş.,neutral,1
6,47,10,on yedi-yirmi dokuz-par-c,Binanın on yedi katını kiraya vermemiş.,Binanın en fazla on altı katını kiraya vermiş.,neutral,1
6,47,11,on yedi-yirmi dokuz-par-c,Binanın on yedi katını kiraya vermemiş.,Binanın en az bir katını kiraya vermiş.,implicature,3
6,48,1,on yedi-yirmi dokuz-par-n,Geminin on yedi katını gördüm.,Geminin yirmi dokuz katını görmedim.,neutral,1
6,48,2,on yedi-yirmi dokuz-par-n,Geminin on yediden fazla katını görmedim.,Geminin on yedi katını gördüm.,neutral,1
6,48,3,on yedi-yirmi dokuz-par-n,Geminin on yedi katını görmedim.,Geminin yirmi dokuz katını görmedim.,neutral,1
6,48,4,on yedi-yirmi dokuz-par-n,Geminin yirmi dokuz katını gördüm.,Geminin on yedi katını gördüm.,entailment,0
6,48,5,on yedi-yirmi dokuz-par-n,Geminin yirmi dokuz katını görmedim.,Geminin on yedi katını görmedim.,neutral,1
6,48,6,on yedi-yirmi dokuz-par-n,Geminin on yedi katını gördüm.,Geminin yirmi dokuz katını gördüm.,neutral,1
6,48,7,on yedi-yirmi dokuz-par-n,Geminin yirmi dokuz katını gördüm.,Geminin on yedi katını görmedim.,neutral,1
6,48,8,on yedi-yirmi dokuz-par-n,Geminin on yedi katını görmedim.,Geminin yirmi dokuz katını gördüm.,neutral,1
6,48,9,on yedi-yirmi dokuz-par-c,Geminin on yedi katını görmedim.,Geminin on yediden azını gördüm.,neutral,1
6,48,10,on yedi-yirmi dokuz-par-c,Geminin on yedi katını görmedim.,Geminin en fazla on altısını gördüm.,neutral,1
6,48,11,on yedi-yirmi dokuz-par-c,Geminin on yedi katını görmedim.,Geminin en az birini gördüm.,implicature,3
6,49,1,on yedi-yirmi dokuz-par-n,Tellerin on yedisi eski.,Tellerin yirmi dokuzu eski değil.,neutral,1
6,49,2,on yedi-yirmi dokuz-par-n,Tellerin on yediden fazlası eski değil.,Tellerin on yedisi eski.,neutral,1
6,49,3,on yedi-yirmi dokuz-par-n,Tellerin on yedisi eski değil.,Tellerin yirmi dokuzu eski değil.,neutral,1
6,49,4,on yedi-yirmi dokuz-par-n,Tellerin yirmi dokuzu eski.,Tellerin on yedisi eski.,entailment,0
6,49,5,on yedi-yirmi dokuz-par-n,Tellerin yirmi dokuzu eski değil.,Tellerin on yedisi eski değil.,neutral,1
6,49,6,on yedi-yirmi dokuz-par-n,Tellerin on yedisi eski.,Tellerin yirmi dokuzu eski.,neutral,1
6,49,7,on yedi-yirmi dokuz-par-n,Tellerin yirmi dokuzu eski.,Tellerin on yedisi eski değil.,neutral,1
6,49,8,on yedi-yirmi dokuz-par-n,Tellerin on yedisi eski değil.,Tellerin yirmi dokuzu eski.,neutral,1
6,49,9,on yedi-yirmi dokuz-par-c,Tellerin on yedisi eski değil.,Tellerin on yediden azı eski.,neutral,1
6,49,10,on yedi-yirmi dokuz-par-c,Tellerin on yedisi eski değil.,Tellerin en fazla on altısı eski.,neutral,1
6,49,11,on yedi-yirmi dokuz-par-c,Tellerin on yedisi eski değil.,Tellerin en az biri eski.,implicature,3
6,50,1,on yedi-yirmi dokuz-par-n,Köpeklerimizden on yedi tanesi hasta.,Köpeklerimizden yirmi dokuz tanesi hasta değil.,neutral,1
6,50,2,on yedi-yirmi dokuz-par-n,Köpeklerimizden on yediden fazlası hasta değil.,Köpeklerimizden on yedi tanesi hasta.,neutral,1
6,50,3,on yedi-yirmi dokuz-par-n,Köpeklerimizden on yedi tanesi hasta değil.,Köpeklerimizden yirmi dokuz tanesi hasta değil.,neutral,1
6,50,4,on yedi-yirmi dokuz-par-n,Köpeklerimizden yirmi dokuz tanesi hasta.,Köpeklerimizden on yedi tanesi hasta.,entailment,0
6,50,5,on yedi-yirmi dokuz-par-n,Köpeklerimizden yirmi dokuz tanesi hasta değil.,Köpeklerimizden on yedi tanesi hasta değil.,neutral,1
6,50,6,on yedi-yirmi dokuz-par-n,Köpeklerimizden on yedi tanesi hasta.,Köpeklerimizden yirmi dokuz tanesi hasta.,neutral,1
6,50,7,on yedi-yirmi dokuz-par-n,Köpeklerimizden yirmi dokuz tanesi hasta.,Köpeklerimizden on yedi tanesi hasta değil.,neutral,1
6,50,8,on yedi-yirmi dokuz-par-n,Köpeklerimizden on yedi tanesi hasta değil.,Köpeklerimizden yirmi dokuz tanesi hasta.,neutral,1
6,50,9,on yedi-yirmi dokuz-par-c,Köpeklerimizden on yedi tanesi hasta değil.,Köpeklerimizden on yediden azı hasta.,neutral,1
6,50,10,on yedi-yirmi dokuz-par-c,Köpeklerimizden on yedi tanesi hasta değil.,Köpeklerimizden en fazla on altısı hasta.,neutral,1
6,50,11,on yedi-yirmi dokuz-par-c,Köpeklerimizden on yedi tanesi hasta değil.,Köpeklerimizden en az biri hasta.,implicature,3
6,51,1,yirmi dört-otuz altı-par-n,Rotalarınızın yirmi dördü bize uygun görünüyor.,Rotalarınızın otuz altısı bize uygun görünmüyor.,neutral,1
6,51,2,yirmi dört-otuz altı-par-n,Rotalarınızın yirmi dördünden fazlası bize uygun görünmüyor.,Rotalarınızın yirmi dördü bize uygun görünüyor.,neutral,1
6,51,3,yirmi dört-otuz altı-par-n,Rotalarınızın yirmi dördü bize uygun görünmüyor.,Rotalarınızın otuz altısı bize uygun görünmüyor.,neutral,1
6,51,4,yirmi dört-otuz altı-par-n,Rotalarınızın otuz altısı bize uygun görünüyor.,Rotalarınızın yirmi dördü bize uygun görünüyor.,entailment,0
6,51,5,yirmi dört-otuz altı-par-n,Rotalarınızın otuz altısı bize uygun görünmüyor.,Rotalarınızın yirmi dördü bize uygun görünmüyor.,neutral,1
6,51,6,yirmi dört-otuz altı-par-n,Rotalarınızın yirmi dördü bize uygun görünüyor.,Rotalarınızın otuz altısı bize uygun görünüyor.,neutral,1
6,51,7,yirmi dört-otuz altı-par-n,Rotalarınızın otuz altısı bize uygun görünüyor.,Rotalarınızın yirmi dördü bize uygun görünmüyor.,neutral,1
6,51,8,yirmi dört-otuz altı-par-n,Rotalarınızın yirmi dördü bize uygun görünmüyor.,Rotalarınızın otuz altısı bize uygun görünüyor.,neutral,1
6,51,9,yirmi dört-otuz altı-par-c,Rotalarınızın yirmi dördü bize uygun görünmüyor.,Rotalarınızın yirmi dördünden azı bize uygun görünüyor.,neutral,1
6,51,10,yirmi dört-otuz altı-par-c,Rotalarınızın yirmi dördü bize uygun görünmüyor.,Rotalarınızın en fazla yirmi üçü bize uygun görünüyor.,neutral,1
6,51,11,yirmi dört-otuz altı-par-c,Rotalarınızın yirmi dördü bize uygun görünmüyor.,Rotalarınızın en az biri bize uygun görünüyor.,implicature,3
6,52,1,yirmi dört-otuz altı-par-n,Masaların yirmi dördünün üstünde leke var.,Masaların otuz altısının üstünde leke yok.,neutral,1
6,52,2,yirmi dört-otuz altı-par-n,Masaların yirmi dördünden fazlasının üstünde leke yok.,Masaların yirmi dördünün üstünde leke var.,neutral,1
6,52,3,yirmi dört-otuz altı-par-n,Masaların yirmi dördünün üstünde leke yok.,Masaların otuz altısının üstünde leke yok.,neutral,1
6,52,4,yirmi dört-otuz altı-par-n,Masaların otuz altısının üstünde leke var.,Masaların yirmi dördünün üstünde leke var.,entailment,0
6,52,5,yirmi dört-otuz altı-par-n,Masaların otuz altısının üstünde leke yok.,Masaların yirmi dördünün üstünde leke yok.,neutral,1
6,52,6,yirmi dört-otuz altı-par-n,Masaların yirmi dördünün üstünde leke var.,Masaların otuz altısının üstünde leke var.,neutral,1
6,52,7,yirmi dört-otuz altı-par-n,Masaların otuz altısının üstünde leke var.,Masaların yirmi dördünün üstünde leke yok.,neutral,1
6,52,8,yirmi dört-otuz altı-par-n,Masaların yirmi dördünün üstünde leke yok.,Masaların otuz altısının üstünde leke var.,neutral,1
6,52,9,yirmi dört-otuz altı-par-c,Masaların yirmi dördünün üstünde leke yok.,Masaların yirmi dördünden azının üstünde leke var.,neutral,1
6,52,10,yirmi dört-otuz altı-par-c,Masaların yirmi dördünün üstünde leke yok.,Masaların en fazla yirmi üçünün üstünde leke var.,neutral,1
6,52,11,yirmi dört-otuz altı-par-c,Masaların yirmi dördünün üstünde leke yok.,Masaların en az birinin üstünde leke var.,implicature,3
6,53,1,yirmi dört-otuz altı-par-n,Koltukların yirmi dördü yaylı.,Koltukların otuz altısı yaylı değil.,neutral,1
6,53,2,yirmi dört-otuz altı-par-n,Koltukların yirmi dördünden fazlası yaylı değil.,Koltukların yirmi dördü yaylı.,neutral,1
6,53,3,yirmi dört-otuz altı-par-n,Koltukların yirmi dördü yaylı değil.,Koltukların otuz altısı yaylı değil.,neutral,1
6,53,4,yirmi dört-otuz altı-par-n,Koltukların otuz altısı yaylı.,Koltukların yirmi dördü yaylı.,entailment,0
6,53,5,yirmi dört-otuz altı-par-n,Koltukların otuz altısı yaylı değil.,Koltukların yirmi dördü yaylı değil.,neutral,1
6,53,6,yirmi dört-otuz altı-par-n,Koltukların yirmi dördü yaylı.,Koltukların otuz altısı yaylı.,neutral,1
6,53,7,yirmi dört-otuz altı-par-n,Koltukların otuz altısı yaylı.,Koltukların yirmi dördü yaylı değil.,neutral,1
6,53,8,yirmi dört-otuz altı-par-n,Koltukların yirmi dördü yaylı değil.,Koltukların otuz altısı yaylı.,neutral,1
6,53,9,yirmi dört-otuz altı-par-c,Koltukların yirmi dördü yaylı değil.,Koltukların yirmi dördünden azı yaylı.,neutral,1
6,53,10,yirmi dört-otuz altı-par-c,Koltukların yirmi dördü yaylı değil.,Koltukların en fazla yirmi üçü yaylı.,neutral,1
6,53,11,yirmi dört-otuz altı-par-c,Koltukların yirmi dördü yaylı değil.,Koltukların en az biri yaylı.,implicature,3
6,54,1,yirmi dört-otuz altı-par-n,Tabloların yirmi dördü eski.,Tabloların otuz altısı eski değil.,neutral,1
6,54,2,yirmi dört-otuz altı-par-n,Tabloların yirmi dörtten fazlası eski değil.,Tabloların yirmi dördü eski.,neutral,1
6,54,3,yirmi dört-otuz altı-par-n,Tabloların yirmi dördü eski değil.,Tabloların otuz altısı eski değil.,neutral,1
6,54,4,yirmi dört-otuz altı-par-n,Tabloların otuz altısı eski.,Tabloların yirmi dördü eski.,entailment,0
6,54,5,yirmi dört-otuz altı-par-n,Tabloların otuz altısı eski değil.,Tabloların yirmi dördü eski değil.,neutral,1
6,54,6,yirmi dört-otuz altı-par-n,Tabloların yirmi dördü eski.,Tabloların otuz altısı eski.,neutral,1
6,54,7,yirmi dört-otuz altı-par-n,Tabloların otuz altısı eski.,Tabloların yirmi dördü eski değil.,neutral,1
6,54,8,yirmi dört-otuz altı-par-n,Tabloların yirmi dördü eski değil.,Tabloların otuz altısı eski.,neutral,1
6,54,9,yirmi dört-otuz altı-par-c,Tabloların yirmi dördü eski değil.,Tabloların yirmi dördünden azı eski.,neutral,1
6,54,10,yirmi dört-otuz altı-par-c,Tabloların yirmi dördü eski değil.,Tabloların en fazla yirmi üçü eski.,neutral,1
6,54,11,yirmi dört-otuz altı-par-c,Tabloların yirmi dördü eski değil.,Tabloların en az biri eski.,implicature,3
6,55,1,yirmi dört-otuz altı-par-n,Geçerli olan yirmi dört kart yanımda.,Geçerli olan otuz altı kart yanımda değil.,neutral,1
6,55,2,yirmi dört-otuz altı-par-n,Geçerli olan yirmi dörtten fazla kart yanımda değil.,Geçerli olan yirmi dört kart yanımda.,neutral,1
6,55,3,yirmi dört-otuz altı-par-n,Geçerli olan yirmi dört kart yanımda değil.,Geçerli olan otuz altı kart yanımda değil.,neutral,1
6,55,4,yirmi dört-otuz altı-par-n,Geçerli olan otuz altı kart yanımda.,Geçerli olan yirmi dört kart yanımda.,entailment,0
6,55,5,yirmi dört-otuz altı-par-n,Geçerli olan otuz altı kart yanımda değil.,Geçerli olan yirmi dört kart yanımda değil.,neutral,1
6,55,6,yirmi dört-otuz altı-par-n,Geçerli olan yirmi dört kart yanımda.,Geçerli olan otuz altı kart yanımda.,neutral,1
6,55,7,yirmi dört-otuz altı-par-n,Geçerli olan otuz altı kart yanımda.,Geçerli olan yirmi dört kart yanımda değil.,neutral,1
6,55,8,yirmi dört-otuz altı-par-n,Geçerli olan yirmi dört kart yanımda değil.,Geçerli olan otuz altı kart yanımda.,neutral,1
6,55,9,yirmi dört-otuz altı-par-c,Geçerli olan yirmi dört kart yanımda değil.,Geçerli olan yirmi dörtten az kart yanımda.,neutral,1
6,55,10,yirmi dört-otuz altı-par-c,Geçerli olan yirmi dört kart yanımda değil.,Geçerli olan en fazla yirmi üç kart yanımda.,neutral,1
6,55,11,yirmi dört-otuz altı-par-c,Geçerli olan yirmi dört kart yanımda değil.,Geçerli olan en az bir kart yanımda.,implicature,3
6,56,1,yirmi dört-otuz altı-par-n,Ebeveynlerin yirmi dört sorumluluğunu saydım.,Ebeveynlerin otuz altı sorumluluğunu saymadım.,neutral,1
6,56,2,yirmi dört-otuz altı-par-n,Ebeveynlerin yirmi dörtten fazla sorumluluğunu saymadım.,Ebeveynlerin yirmi dört sorumluluğunu saydım.,neutral,1
6,56,3,yirmi dört-otuz altı-par-n,Ebeveynlerin yirmi dört sorumluluğunu saymadım.,Ebeveynlerin otuz altı sorumluluğunu saymadım.,neutral,1
6,56,4,yirmi dört-otuz altı-par-n,Ebeveynlerin otuz altı sorumluluğunu saydım.,Ebeveynlerin yirmi dört sorumluluğunu saydım.,entailment,0
6,56,5,yirmi dört-otuz altı-par-n,Ebeveynlerin otuz altı sorumluluğunu saymadım.,Ebeveynlerin yirmi dört sorumluluğunu saymadım.,neutral,1
6,56,6,yirmi dört-otuz altı-par-n,Ebeveynlerin yirmi dört sorumluluğunu saydım.,Ebeveynlerin otuz altı sorumluluğunu saydım.,neutral,1
6,56,7,yirmi dört-otuz altı-par-n,Ebeveynlerin otuz altı sorumluluğunu saydım.,Ebeveynlerin yirmi dört sorumluluğunu saymadım.,neutral,1
6,56,8,yirmi dört-otuz altı-par-n,Ebeveynlerin yirmi dört sorumluluğunu saymadım.,Ebeveynlerin otuz altı sorumluluğunu saydım.,neutral,1
6,56,9,yirmi dört-otuz altı-par-c,Ebeveynlerin yirmi dört sorumluluğunu saymadım.,Ebeveynlerin yirmi dörtten az sorumluluğunu saydım.,neutral,1
6,56,10,yirmi dört-otuz altı-par-c,Ebeveynlerin yirmi dört sorumluluğunu saymadım.,Ebeveynlerin en fazla yirmi üç sorumluluğunu saydım.,neutral,1
6,56,11,yirmi dört-otuz altı-par-c,Ebeveynlerin yirmi dört sorumluluğunu saymadım.,Ebeveynlerin en az bir sorumluluğunu saydım.,implicature,3
6,57,1,yirmi dört-otuz altı-par-n,Satılan ayakkabılardan yirmi dört tane aldım.,Satılan ayakkabılardan otuz altı tane almadım.,neutral,1
6,57,2,yirmi dört-otuz altı-par-n,Satılan ayakkabılardan yirmi dörtten fazla tane almadım.,Satılan ayakkabılardan yirmi dört tane aldım.,neutral,1
6,57,3,yirmi dört-otuz altı-par-n,Satılan ayakkabılardan yirmi dört tane almadım.,Satılan ayakkabılardan otuz altı tane almadım.,neutral,1
6,57,4,yirmi dört-otuz altı-par-n,Satılan ayakkabılardan otuz altı tane aldım.,Satılan ayakkabılardan yirmi dört tane aldım.,entailment,0
6,57,5,yirmi dört-otuz altı-par-n,Satılan ayakkabılardan otuz altı tane almadım.,Satılan ayakkabılardan yirmi dört tane almadım.,neutral,1
